t,PAR1,RNAUG3,PLUR,DTKA
0.73,103.52371360978049,0.0,159.61207218283803,0.03138376481291205
0.74,103.52369599125647,0.0,159.61293587767983,0.031353479746280534
0.75,103.52367837282057,0.0,159.6137995642084,0.03132382372249897
0.76,103.52366075447276,0.0,159.61466324242386,0.031294783494652666
0.77,103.52364313621302,0.0,159.61552691232626,0.03126634608384918
0.78,103.5236255180414,0.0,159.61639057391568,0.031238498876631014
0.79,103.52360789995785,0.0,159.6172542271922,0.031211229416046822
0.8,103.5235902819624,0.0,159.61811787215592,0.031184525512061637
0.81,103.52357266405504,0.0,159.6189815088069,0.031158375232144406
0.8200000000000001,103.52355504623576,0.0,159.61984513714526,0.03113276689215645
0.8300000000000001,103.52353742850457,0.0,159.62070875717103,0.031107689047540816
0.84,103.52351981086147,0.0,159.6215723688843,0.031083130588404496
0.85,103.52350219330647,0.0,159.62243597228516,0.03105908070561746
0.86,103.52348457583955,0.0,159.6232995673737,0.03103552871855751
0.87,103.5234669584607,0.0,159.62416315414998,0.031012464169514472
0.88,103.52344934116995,0.0,159.6250267326141,0.030989876818137224
0.89,103.52343172396729,0.0,159.62589030276612,0.030967756635911583
0.9,103.52341410685271,0.0,159.62675386460614,0.030946093800994307
0.91,103.52339648982623,0.0,159.6276174181342,0.03092487869340312
0.92,103.52337887288782,0.0,159.62848096335043,0.030904101890562866
0.93,103.52336125603749,0.0,159.6293445002549,0.03088375416320773
0.9400000000000001,103.52334363927525,0.0,159.63020802884768,0.0308638264716395
0.9500000000000001,103.5233260226011,0.0,159.63107154912882,0.03084430996550609
0.96,103.52330840601503,0.0,159.63193506109843,0.030825196072246867
0.97,103.52329078951703,0.0,159.6327985647566,0.030806476386578
0.98,103.52327317310713,0.0,159.6336620601034,0.03078814265598822
0.99,103.5232555567853,0.0,159.6345255471389,0.030770186813903727
1.0,103.52323794055157,0.0,159.63538902586322,0.030752600978946096
1.01,103.5232203244059,0.0,159.6362524962764,0.030735377454579247
1.02,103.52320270834832,0.0,159.6371159583785,0.030718508729145486
1.03,103.52318509237882,0.0,159.63797941216964,0.030701987476290594
1.04,103.52316747649739,0.0,159.6388428576499,0.03068580655577801
1.05,103.52314986070405,0.0,159.63970629481935,0.030669959014692064
1.06,103.52313224499879,0.0,159.64056972367808,0.030654438089030272
1.07,103.52311462938161,0.0,159.64143314422614,0.030639237100801086
1.08,103.52309701385249,0.0,159.64229655646363,0.03062434892853298
1.09,103.52307939841147,0.0,159.64315996039065,0.030609766962606626
1.1,103.52306178305851,0.0,159.64402335600724,0.03059548482719447
1.11,103.52304416779363,0.0,159.6448867433135,0.030581496286084246
1.12,103.52302655261683,0.0,159.6457501223095,0.030567795241087516
1.1300000000000001,103.5230089375281,0.0,159.64661349299533,0.030554375730628556
1.1400000000000001,103.52299132252746,0.0,159.64747685537108,0.030541231928513657
1.1500000000000001,103.52297370761488,0.0,159.6483402094368,0.03052835814288082
1.16,103.52295609279038,0.0,159.64920355519263,0.030515748815329844
1.17,103.52293847805396,0.0,159.65006689263856,0.030503398520232785
1.18,103.5229208634056,0.0,159.65093022177476,0.030491301964224827
1.19,103.52290324884532,0.0,159.65179354260124,0.030479453871163062
1.2,103.52288563437311,0.0,159.6526568551181,0.030467848885423737
1.21,103.52286801998898,0.0,159.65352015932547,0.030456481948402118
1.22,103.52285040569292,0.0,159.65438345522335,0.030445348115767747
1.23,103.52283279148492,0.0,159.65524674281187,0.030434442547355348
1.24,103.522815177365,0.0,159.6561100220911,0.030423760505299227
1.25,103.52279756333314,0.0,159.65697329306113,0.030413297352256757
1.26,103.52277994938936,0.0,159.657836555722,0.030403048549721055
1.27,103.52276233553366,0.0,159.65869981007387,0.03039300965642272
1.28,103.52274472176602,0.0,159.65956305611672,0.030383176326820745
1.29,103.52272710808644,0.0,159.66042629385072,0.030373544309682525
1.3,103.52270949449493,0.0,159.66128952327585,0.030364109446657607
1.31,103.5226918809915,0.0,159.6621527443923,0.030354867635977785
1.32,103.52267426757612,0.0,159.6630159572001,0.030345814857447043
1.33,103.52265665424882,0.0,159.6638791616993,0.03033694719866009
1.34,103.52263904100958,0.0,159.66474235789,0.030328260831433113
1.35,103.52262142785841,0.0,159.6656055457723,0.030319752010532153
1.36,103.5226038147953,0.0,159.66646872534628,0.03031141707247577
1.37,103.52258620182026,0.0,159.667331896612,0.030303252434411964
1.3800000000000001,103.52256858893328,0.0,159.66819505956957,0.03029525459306937
1.3900000000000001,103.52255097613437,0.0,159.66905821421904,0.030287420123782705
1.4000000000000001,103.52253336342352,0.0,159.66992136056047,0.0302797456795925
1.41,103.52251575080074,0.0,159.670784498594,0.030272227990419086
1.42,103.52249813826602,0.0,159.67164762831965,0.030264863853904287
1.43,103.52248052581936,0.0,159.67251074973754,0.030257650027998722
1.44,103.52246291346076,0.0,159.67337386284774,0.030250583381374836
1.45,103.52244530119023,0.0,159.67423696765033,0.030243660875692715
1.46,103.52242768900776,0.0,159.6751000641454,0.030236879535218936
1.47,103.52241007691333,0.0,159.675963152333,0.03023023644545381
1.48,103.52239246490699,0.0,159.67682623221324,0.03022372875179509
1.49,103.52237485298869,0.0,159.6776893037862,0.03021735365823821
1.5,103.52235724115845,0.0,159.6785523670519,0.030211108426113013
1.51,103.52233962941628,0.0,159.67941542201052,0.030204990372856993
1.52,103.52232201776216,0.0,159.68027846866207,0.030198996870825032
1.53,103.5223044061961,0.0,159.68114150700663,0.030193125346135653
1.54,103.5222867947181,0.0,159.6820045370443,0.030187373279854393
1.55,103.52226918332815,0.0,159.68286755877517,0.03018173821319701
1.56,103.52225157202626,0.0,159.68373057219932,0.030176217732692214
1.57,103.52223396081243,0.0,159.6845935773168,0.030170809474420766
1.58,103.52221634968666,0.0,159.6854565741277,0.030165511123920515
1.59,103.52219873864894,0.0,159.68631956263212,0.03016032041533122
1.6,103.52218112769927,0.0,159.68718254283013,0.030155235130578918
1.61,103.52216351683767,0.0,159.6880455147218,0.0301502530985997
1.62,103.5221459060641,0.0,159.6889084783072,0.030145372194603084
1.6300000000000001,103.5221282953786,0.0,159.68977143358646,0.03014059033937483
1.6400000000000001,103.52211068478115,0.0,159.69063438055963,0.03013590549861925
1.6500000000000001,103.52209307427175,0.0,159.69149731922676,0.03013131568234108
1.6600000000000001,103.52207546385041,0.0,159.69236024958798,0.030126818928290448
1.67,103.52205785351711,0.0,159.69322317164333,0.03012241330092586
1.68,103.52204024327187,0.0,159.6940860853929,0.03011809692338168
1.69,103.52202263311467,0.0,159.6949489908368,0.03011386795847881
1.7,103.52200502304554,0.0,159.69581188797508,0.030109724607856686
1.71,103.52198741306445,0.0,159.6966747768078,0.03010566511133599
1.72,103.52196980317142,0.0,159.69753765733512,0.030101687746311317
1.73,103.52195219336642,0.0,159.69840052955703,0.030097790827173822
1.74,103.52193458364948,0.0,159.69926339347364,0.030093972704763782
1.75,103.52191697402058,0.0,159.70012624908506,0.03009023176585317
1.76,103.52189936447974,0.0,159.70098909639134,0.030086566432658127
1.77,103.52188175502694,0.0,159.70185193539257,0.030082975161703916
1.78,103.52186414566218,0.0,159.70271476608883,0.03007945641155856
1.79,103.52184653638548,0.0,159.7035775884802,0.030076008676365014
1.8,103.52182892719682,0.0,159.70444040256672,0.030072630494746625
1.81,103.5218113180962,0.0,159.70530320834854,0.030069320435301687
1.82,103.52179370908364,0.0,159.70616600582568,0.030066077095986337
1.83,103.52177610015912,0.0,159.70702879499828,0.03006289910351558
1.84,103.52175849132263,0.0,159.70789157586637,0.03005978511278241
1.85,103.5217408825742,0.0,159.70875434843003,0.03005673380629508
1.86,103.5217232739138,0.0,159.7096171126894,0.030053743893632412
1.87,103.52170566534146,0.0,159.71047986864446,0.030050814110917295
1.8800000000000001,103.52168805685716,0.0,159.71134261629538,0.03004794322030824
1.8900000000000001,103.5216704484609,0.0,159.7122053556422,0.030045129957243986
1.9000000000000001,103.52165284015267,0.0,159.71306808668498,0.03004237326265936
1.9100000000000001,103.52163523193249,0.0,159.71393080942386,0.03003967189118315
1.92,103.52161762380035,0.0,159.71479352385887,0.03003702470781513
1.93,103.52160001575626,0.0,159.71565622999012,0.030034430600613508
1.94,103.5215824078002,0.0,159.71651892781765,0.03003188848046421
1.95,103.52156479993218,0.0,159.7173816173416,0.0300293972808501
1.96,103.5215471921522,0.0,159.71824429856198,0.030026955957620276
1.97,103.52152958446025,0.0,159.71910697147894,0.030024563488759315
1.98,103.52151197685636,0.0,159.7199696360925,0.03002221887415654
1.99,103.52149436934049,0.0,159.72083229240275,0.030019921135375268
2.0,103.52147676191267,0.0,159.7216949404098,0.030017669315422095
2.0100000000000002,103.52145915457288,0.0,159.72255758011372,0.030015462467483725
2.02,103.52144154732112,0.0,159.7234202115146,0.030013299642565463
2.0300000000000002,103.5214239401574,0.0,159.72428283461247,0.03001117993392399
2.04,103.52140633308171,0.0,159.72514544940748,0.030009102455526928
2.05,103.52138872609407,0.0,159.72600805589965,0.03000706634037449
2.06,103.52137111919446,0.0,159.72687065408908,0.030005070740217337
2.07,103.52135351238287,0.0,159.72773324397588,0.030003114825274423
2.08,103.52133590565933,0.0,159.7285958255601,0.03000119778395084
2.09,103.52131829902382,0.0,159.72945839884179,0.02999931882255568
2.1,103.52130069247634,0.0,159.7303209638211,0.029997477165019874
2.11,103.5212830860169,0.0,159.73118352049806,0.029995672052614043
2.12,103.52126547964548,0.0,159.73204606887276,0.029993902743666343
2.13,103.5212478733621,0.0,159.73290860894528,0.029992168513280324
2.14,103.52123026716674,0.0,159.73377114071573,0.029990468653052774
2.15,103.52121266105944,0.0,159.73463366418414,0.029988802469049763
2.16,103.52119505504014,0.0,159.7354961793506,0.029987169242810644
2.17,103.52117744910888,0.0,159.73635868621523,0.029985568284186855
2.18,103.52115984326565,0.0,159.7372211847781,0.029983998931199074
2.19,103.52114223751045,0.0,159.73808367503923,0.02998246053522112
2.2,103.52112463184328,0.0,159.73894615699876,0.029980952460625637
2.21,103.52110702626413,0.0,159.73980863065677,0.029979474084429816
2.22,103.52108942077301,0.0,159.7406710960133,0.029978024795941072
2.23,103.52107181536992,0.0,159.74153355306848,0.02997660399640277
2.24,103.52105421005486,0.0,159.74239600182233,0.029975211098639903
2.25,103.52103660482783,0.0,159.74325844227496,0.029973845526704814
2.2600000000000002,103.5210189996888,0.0,159.7441208744265,0.029972506715522873
2.27,103.52100139463782,0.0,159.74498329827694,0.0299711941105382
2.2800000000000002,103.52098378967486,0.0,159.7458457138264,0.02996990716735935
2.29,103.52096618479993,0.0,159.746708121075,0.029968645351405025
2.3000000000000003,103.52094858001301,0.0,159.74757052002275,0.029967408151259867
2.31,103.52093097531413,0.0,159.74843291066975,0.02996619508839346
2.32,103.52091337070327,0.0,159.74929529301613,0.029965005669275322
2.33,103.52089576618042,0.0,159.7501576670619,0.029963839408983083
2.34,103.5208781617456,0.0,159.7510200328072,0.029962695832033176
2.35,103.5208605573988,0.0,159.75188239025206,0.029961574472083703
2.36,103.52084295314003,0.0,159.7527447393966,0.02996047487163731
2.37,103.52082534896927,0.0,159.75360708024087,0.029959396581744055
2.38,103.52080774488654,0.0,159.75446941278497,0.0299583391617043
2.39,103.52079014089182,0.0,159.75533173702894,0.029957302178771565
2.4,103.52077253698513,0.0,159.75619405297292,0.029956285207855413
2.41,103.52075493316646,0.0,159.75705636061696,0.029955287831224326
2.42,103.5207373294358,0.0,159.75791865996115,0.029954309638208568
2.43,103.52071972579316,0.0,159.75878095100555,0.029953350224903075
2.44,103.52070212223853,0.0,159.75964323375024,0.029952409196410765
2.45,103.52068451877193,0.0,159.7605055081953,0.02995148620845143
2.46,103.52066691539335,0.0,159.76136777434084,0.029950580905926415
2.47,103.52064931210278,0.0,159.76223003218692,0.029949692927107682
2.48,103.52063170890023,0.0,159.76309228173363,0.029948821917411897
2.49,103.5206141057857,0.0,159.76395452298104,0.029947967529181038
2.5,103.52059650275918,0.0,159.7648167559292,0.02994712942146295
2.5100000000000002,103.52057889982066,0.0,159.76567898057823,0.029946307259791943
2.52,103.52056129697017,0.0,159.76654119692822,0.029945500715969357
2.5300000000000002,103.52054369420769,0.0,159.7674034049792,0.029944709467844145
2.54,103.52052609153323,0.0,159.7682656047313,0.02994393319909347
2.5500000000000003,103.52050848894677,0.0,159.7691277961846,0.02994317159900326
2.56,103.52049088644834,0.0,159.76998997933913,0.029942424362248803
2.57,103.52047328403792,0.0,159.770852154195,0.029941691188675314
2.58,103.5204556817155,0.0,159.7717143207523,0.029940971783078533
2.59,103.5204380794811,0.0,159.7725764790111,0.02994026586819188
2.6,103.52042047733471,0.0,159.77343862897146,0.029939573189959236
2.61,103.52040287527632,0.0,159.7743007706335,0.029938893478361733
2.62,103.52038527330595,0.0,159.77516290399726,0.029938226467952318
2.63,103.52036767142359,0.0,159.77602502906282,0.029937571898352968
2.64,103.52035006962923,0.0,159.77688714583033,0.029936929514084828
2.65,103.5203324679229,0.0,159.77774925429978,0.029936299064398326
2.66,103.52031486630456,0.0,159.7786113544713,0.029935680303103344
2.67,103.52029726477423,0.0,159.77947344634495,0.02993507298839932
2.68,103.5202796633319,0.0,159.78033552992085,0.029934476882705403
2.69,103.52026206197759,0.0,159.78119760519903,0.029933891752490588
2.7,103.52024446071128,0.0,159.78205967217957,0.02993331736810384
2.71,103.52022685953298,0.0,159.78292173086257,0.02993275350360425
2.72,103.52020925844269,0.0,159.7837837812481,0.029932199936591155
2.73,103.5201916574404,0.0,159.7846458233363,0.02993165645010214
2.74,103.52017405652612,0.0,159.78550785712713,0.029931122858527018
2.75,103.52015645569983,0.0,159.7863698826208,0.02993059896710812
2.7600000000000002,103.52013885496156,0.0,159.78723189981727,0.029930084577260496
2.77,103.52012125431129,0.0,159.7880939087167,0.029929579494258268
2.7800000000000002,103.52010365374902,0.0,159.78895590931916,0.02992908352711333
2.79,103.52008605327475,0.0,159.78981790162467,0.029928596488454064
2.8000000000000003,103.52006845288848,0.0,159.7906798856334,0.029928118194404035
2.81,103.52005085259022,0.0,159.79154186134537,0.0299276484644607
2.82,103.52003325237996,0.0,159.79240382876068,0.029927187121374137
2.83,103.5200156522577,0.0,159.79326578787942,0.029926733991025713
2.84,103.51999805222343,0.0,159.79412773870163,0.029926288902306832
2.85,103.51998045227717,0.0,159.79498968122743,0.029925851686997615
2.86,103.51996285241891,0.0,159.79585161545688,0.02992542217964561
2.87,103.51994525264865,0.0,159.79671354139006,0.029925000217444517
2.88,103.51992765296639,0.0,159.79757545902706,0.02992458565146181
2.89,103.51991005337212,0.0,159.79843736836796,0.02992417834739991
2.9,103.51989245386585,0.0,159.7992992694128,0.02992377815726409
2.91,103.51987485444758,0.0,159.80016116216174,0.02992338493556083
2.92,103.5198572551173,0.0,159.8010230466148,0.02992299853952736
2.93,103.51983965587503,0.0,159.80188492277208,0.02992261882903486
2.94,103.51982205672074,0.0,159.80274679063365,0.02992224566649173
2.95,103.51980445765446,0.0,159.80360865019958,0.02992187891674679
2.96,103.51978685867617,0.0,159.80447050146998,0.029921518446992514
2.97,103.51976925978587,0.0,159.8053323444449,0.02992116412666828
2.98,103.51975166098357,0.0,159.80619417912445,0.02992081582736357
2.99,103.51973406226926,0.0,159.80705600550868,0.02992047342272122
3.0,103.51971646364295,0.0,159.80791782359768,0.029920136788340643
3.0100000000000002,103.51969886510463,0.0,159.80877963339154,0.02991980580168106
3.02,103.51968126665429,0.0,159.80964143489032,0.029919480341964726
3.0300000000000002,103.51966366829195,0.0,159.81050322809415,0.02991916029008017
3.04,103.51964607001761,0.0,159.81136501300304,0.029918845528485397
3.0500000000000003,103.51962847183125,0.0,159.8122267896171,0.029918535959546296
3.06,103.5196108737329,0.0,159.81308855793642,0.029918231495366016
3.0700000000000003,103.51959327572253,0.0,159.8139503179611,0.029917932031781613
3.08,103.51957567780013,0.0,159.81481206969116,0.029917637466628344
3.09,103.51955807996575,0.0,159.81567381312672,0.029917347699698255
3.1,103.51954048221934,0.0,159.81653554826784,0.02991706263267419
3.11,103.51952288456093,0.0,159.81739727511462,0.029916782169063807
3.12,103.5195052869905,0.0,159.81825899366714,0.029916506214133613
3.13,103.51948768950805,0.0,159.81912070392545,0.029916234674842966
3.14,103.5194700921136,0.0,159.81998240588968,0.029915967459778106
3.15,103.51945249480713,0.0,159.82084409955985,0.029915704479086154
3.16,103.51943489758865,0.0,159.82170578493609,0.029915445644409157
3.17,103.51941730045816,0.0,159.82256746201844,0.029915190868818085
3.18,103.51939970341564,0.0,159.82342913080703,0.029914940066746856
3.19,103.51938210646112,0.0,159.82429079130188,0.029914693153926364
3.2,103.51936450959458,0.0,159.82515244350313,0.029914450047318485
3.21,103.51934691281602,0.0,159.8260140874108,0.029914210665115456
3.22,103.51932931612545,0.0,159.826875723025,0.029913974940222007
3.23,103.51931171952286,0.0,159.82773735034584,0.02991374280681942
3.24,103.51929412300825,0.0,159.82859896937336,0.029913514191707964
3.25,103.51927652658162,0.0,159.82946058010762,0.029913289023093658
3.2600000000000002,103.51925893024298,0.0,159.83032218254877,0.02991306723054074
3.27,103.51924133399233,0.0,159.8311837766968,0.029912848744924073
3.2800000000000002,103.51922373782965,0.0,159.8320453625519,0.029912633498381584
3.29,103.51920614175495,0.0,159.83290694011404,0.029912421424266703
3.3000000000000003,103.51918854576823,0.0,159.83376850938336,0.029912212457100792
3.31,103.51917094986949,0.0,159.83463007035994,0.02991200653252558
3.3200000000000003,103.51915335405873,0.0,159.83549162304382,0.0299118035872556
3.33,103.51913575833595,0.0,159.83635316743513,0.029911603559030598
3.34,103.51911816270115,0.0,159.83721470353393,0.029911406386568008
3.35,103.51910056715433,0.0,159.83807623134027,0.029911212009515343
3.36,103.51908297169547,0.0,159.83893775085429,0.02991102036840266
3.37,103.5190653763246,0.0,159.839799262076,0.02991083140459497
3.38,103.5190477810417,0.0,159.84066076500554,0.02991064506054356
3.39,103.51903018584679,0.0,159.84152225964297,0.029910461290876343
3.4,103.51901259073985,0.0,159.84238374598837,0.02991028004805684
3.41,103.51899499572089,0.0,159.8432452240418,0.02991010128047922
3.42,103.5189774007899,0.0,159.84410669380335,0.02990992493750964
3.43,103.51895980594688,0.0,159.84496815527314,0.02990975096945233
3.44,103.51894221119183,0.0,159.84582960845117,0.02990957932751562
3.45,103.51892461652476,0.0,159.8466910533376,0.029909409963778014
3.46,103.51890702194567,0.0,159.84755248993247,0.029909242831154235
3.47,103.51888942745454,0.0,159.84841391823585,0.02990907788336128
3.48,103.51887183305139,0.0,159.84927533824785,0.029908915074884482
3.49,103.51885423873621,0.0,159.85013674996853,0.029908754360943562
3.5,103.51883664450901,0.0,159.85099815339797,0.029908595697458674
3.5100000000000002,103.51881905036977,0.0,159.85185954853625,0.02990843904101648
3.52,103.5188014563185,0.0,159.85272093538347,0.02990828434883618
3.5300000000000002,103.5187838623552,0.0,159.85358231393968,0.029908131578735585
3.54,103.51876626847988,0.0,159.85444368420497,0.02990798068909717
3.5500000000000003,103.51874867469252,0.0,159.85530504617944,0.02990783163946263
3.56,103.51873108099312,0.0,159.85616639986313,0.029907684399857096
3.5700000000000003,103.5187134873817,0.0,159.85702774525618,0.029907538936403435
3.58,103.51869589385825,0.0,159.8578890823586,0.029907395212847576
3.59,103.51867830042276,0.0,159.85875041117052,0.029907253193638586
3.6,103.51866070707524,0.0,159.85961173169198,0.029907112843905865
3.61,103.5186431138157,0.0,159.8604730439231,0.029906974129436357
3.62,103.51862552064411,0.0,159.86133434786393,0.02990683701665176
3.63,103.51860792756048,0.0,159.86219564351458,0.029906701472585735
3.64,103.51859033456483,0.0,159.8630569308751,0.02990656746486111
3.65,103.51857274165714,0.0,159.86391820994558,0.029906434961667096
3.66,103.51855514883741,0.0,159.8647794807261,0.029906303931736482
3.67,103.51853755610566,0.0,159.86564074321674,0.029906174344322852
3.68,103.51851996346186,0.0,159.8665019974176,0.0299060461691778
3.69,103.51850237090602,0.0,159.86736324332873,0.029905919376528114
3.7,103.51848477843815,0.0,159.8682244809502,0.029905793937053008
3.71,103.51846718605823,0.0,159.86908571028212,0.02990566982186133
3.72,103.51844959376628,0.0,159.8699469313246,0.02990554683486909
3.73,103.51843200156229,0.0,159.8708081440776,0.029905425335946954
3.74,103.51841440944627,0.0,159.87166934854136,0.0299053050765178
3.75,103.5183968174182,0.0,159.87253054471583,0.029905186032963934
3.7600000000000002,103.5183792254781,0.0,159.87339173260116,0.02990506818191264
3.77,103.51836163362594,0.0,159.8742529121974,0.029904951500236164
3.7800000000000002,103.51834404186175,0.0,159.87511408350463,0.029904835965051717
3.79,103.51832645018553,0.0,159.87597524652296,0.029904721553721484
3.8000000000000003,103.51830885859725,0.0,159.87683640125243,0.029904608243852618
3.81,103.51829126709694,0.0,159.87769754769315,0.029904496013297227
3.8200000000000003,103.51827367568458,0.0,159.87855868584518,0.02990438484015241
3.83,103.51825608436019,0.0,159.8794198157086,0.02990427470276021
3.84,103.51823849312375,0.0,159.88028093728352,0.029904165579707653
3.85,103.51822090197525,0.0,159.88114205056996,0.029904057449826733
3.86,103.51820331091471,0.0,159.88200315556807,0.0299039502921944
3.87,103.51818571994214,0.0,159.88286425227787,0.029903844086132586
3.88,103.51816812905751,0.0,159.8837253406995,0.02990373881120818
3.89,103.51815053826085,0.0,159.884586420833,0.029903634448433875
3.9,103.51813294755213,0.0,159.88544749267842,0.02990353098476465
3.91,103.51811535693138,0.0,159.88630855623592,0.029903428402626095
3.92,103.51809776639857,0.0,159.8871696115055,0.0299033266838308
3.93,103.51808017595371,0.0,159.8880306584873,0.029903225810489587
3.94,103.51806258559681,0.0,159.88889169718135,0.02990312576501154
3.95,103.51804499532786,0.0,159.8897527275878,0.029903026530103974
3.96,103.51802740514685,0.0,159.89061374970663,0.029902928088772446
3.97,103.5180098150538,0.0,159.891474763538,0.02990283042432077
3.98,103.5179922250487,0.0,159.89233576908197,0.029902733520351
3.99,103.51797463513155,0.0,159.8931967663386,0.02990263736076342
4.0,103.51795704530235,0.0,159.89405775530798,0.02990254192975657
4.01,103.5179394555611,0.0,159.89491873599022,0.029902447211827245
4.0200000000000005,103.5179218659078,0.0,159.89577970838536,0.02990235319177046
4.03,103.51790427634243,0.0,159.89664067249348,0.029902259854679494
4.04,103.51788668686504,0.0,159.89750162831467,0.02990216718594586
4.05,103.51786909747557,0.0,159.89836257584903,0.029902075171259316
4.0600000000000005,103.51785150817406,0.0,159.89922351509662,0.029901983796607863
4.07,103.51783391896049,0.0,159.90008444605752,0.02990189304827776
4.08,103.51781632983487,0.0,159.9009453687318,0.029901802912853485
4.09,103.51779874079719,0.0,159.90180628311956,0.02990171337721778
4.1,103.51778115184746,0.0,159.90266718922086,0.02990162442855163
4.11,103.51776356298566,0.0,159.90352808703582,0.029901536054941544
4.12,103.51774597421182,0.0,159.90438897656446,0.02990144824556775
4.13,103.51772838552593,0.0,159.90524985780692,0.029901360988812402
4.14,103.51771079692797,0.0,159.90611073076323,0.029901274273330315
