t,V_lv,V_rv,V_pa,V_pu,V_ao,V_vc
0.35000000000000003,0.0306002870669385,0.04922667864253384,0.1849625245141029,0.13584471898020253,0.8483556078041031,2.751010182992119
0.36,0.03905561985356568,0.05618178702637956,0.18434999157705265,0.12800191913062559,0.8480232312794793,2.7443874511328974
0.37,0.04941648596335968,0.06269185758510576,0.18374811766933044,0.11824292692855386,0.8476923913569585,2.738208220496691
0.38,0.06090662195479995,0.06834661501826031,0.18315599259485457,0.10734491601158942,0.8473631480282126,2.7328827063922816
0.39,0.07210360203460467,0.07288230572977449,0.18257319542192732,0.09673073310471196,0.8470355974472941,2.728674566261686
0.4,0.08152144814299145,0.07622897271080363,0.18199994929135996,0.08788613312689257,0.84670985314937,2.7256536435785805
0.41000000000000003,0.08661287485171566,0.07837536551331024,0.18143709449732706,0.08335756121220131,0.8463860273321135,2.723831076593331
0.42,0.08661287485171566,0.07898345890535245,0.18088691893401765,0.08390773677551074,0.8460642566969864,2.723544753836416
0.43,0.08661287485171566,0.07898345890535245,0.18034984693343414,0.08444480877609423,0.8457446535115489,2.723864357021853
0.44,0.08661287485171566,0.07898345890535245,0.17982556640185793,0.08496908930767043,0.8454272230573892,2.7241817874760126
0.45,0.08661287485171566,0.07898345890535245,0.17931377268806736,0.08548088302146101,0.8451119505638609,2.7244970599695413
0.46,0.08661287485171566,0.07898345890535245,0.17881416838657155,0.08598048732295681,0.8447988213606452,2.724810189172757
0.47000000000000003,0.08661287485171566,0.07898345890535245,0.1783264631899859,0.08646819251954246,0.8444878208772265,2.725121189656176
0.48,0.08661287485171566,0.07898345890535245,0.17785037370390738,0.08694428200562099,0.8441789346421367,2.7254300758912655
0.49,0.08639814975772914,0.07898345890535245,0.17738562342655667,0.08740903228297163,0.8440867728335716,2.725736962793817
0.5,0.0810647929746154,0.07688895822619757,0.17901046803579262,0.08787868835289063,0.849099252088594,2.7260578403219085
0.51,0.0723650704245578,0.0719845634976858,0.18336872489755984,0.08842482621963517,0.8574310396653835,2.7264257752951764
0.52,0.06321408699627655,0.06615153311425008,0.18854083532256954,0.0890857461780612,0.8661557818287657,2.726852016560076
0.53,0.05494458327225087,0.060164225226956906,0.19374357677376866,0.08987031261415529,0.8739432073294466,2.7273340947834206
0.54,0.04803858247743849,0.054469884026039465,0.19853467135081465,0.09077355923802669,0.8803195267633427,2.7278637761443374
0.55,0.0425343807695578,0.04935648268441582,0.2026394809393916,0.09178215099107341,0.885256183479617,2.7284313211359437
0.56,0.03828110850127809,0.04498256870322409,0.205917657528074,0.09287788838358274,0.8889132348323892,2.729027542051451
0.5700000000000001,0.035081640911282415,0.041402167828827746,0.2083353608835659,0.09404058590248711,0.891495712408855,2.729644532064982
0.58,0.032756002691666425,0.03860072034403496,0.20992724079086944,0.09525015347997637,0.8931901636996707,2.7302757189937825
0.59,0.031161677662120923,0.03653003487378542,0.21076030412900593,0.09648777561208945,0.8941445486692442,2.7309156590537556
0.6,0.030196057314199394,0.0351335385941521,0.21090822656929858,0.09773634945143006,0.8944660635526491,2.7315597645182725
0.61,0.02979317029203371,0.03436085334970367,0.21043681118031188,0.09898045008486524,0.894224674742492,2.7322040403505956
0.62,0.02977572964039129,0.034167169702126396,0.2094048880297606,0.10020605688299379,0.8936010677640395,2.7328450879806927
0.63,0.02977572964039129,0.034167169702126396,0.2082072465197833,0.1014036983929711,0.8929643680671606,2.733481787677572
0.64,0.02977572964039129,0.034167169702126396,0.207038129407002,0.10257281550575238,0.8923319967934582,2.7341141589512747
0.65,0.02977572964039129,0.034167169702126396,0.20589685808245567,0.10371408683029873,0.8917039245291339,2.734742231215599
0.66,0.02977572964039129,0.034167169702126396,0.20478276810345597,0.10482817680929843,0.891080122033594,2.7353660337111387
0.67,0.02977572964039129,0.034167169702126396,0.2036952117619156,0.10591573315083878,0.8904605602707515,2.7359855954739816
0.68,0.02977572964039129,0.034167169702126396,0.2026335561264252,0.10697738878632918,0.8898452104046797,2.7366009453400535
0.6900000000000001,0.02977572964039129,0.034167169702126396,0.20159718459951842,0.10801376031323595,0.8892340438079194,2.7372121119368136
0.7000000000000001,0.02977572964039129,0.034167169702126396,0.20058549794630937,0.10902544696644502,0.8886270320668987,2.737819123677834
0.71,0.02977572964039129,0.034167169702126396,0.1995979085815889,0.1100130363311655,0.8880241469383959,2.7384220088063373
0.72,0.02977572964039129,0.034167169702126396,0.19863384030634848,0.11097710460640595,0.8874253603498128,2.73902079539492
0.73,0.02977572964039129,0.034401956028553615,0.19769273554308672,0.11191820936966773,0.8868306424726334,2.739380726945671
0.74,0.02977572964039129,0.03787841763008427,0.19677404293741893,0.11283690197533551,0.8862397866927763,2.736495121123997
0.75,0.02977572964039129,0.043461598760051935,0.1958772308810873,0.11373371403166714,0.8856524474716104,2.7314992792151958
0.76,0.03380163589815334,0.04985699204079628,0.1950012872216832,0.11058375143330924,0.885068452937669,2.7256878804683926
0.77,0.042919591715945844,0.056247999279020675,0.1941431937445994,0.1023238890926005,0.8844877402561944,2.7198775859116435
0.78,0.05374191452824873,0.0621226829368594,0.19330135464706882,0.0923434053778282,0.8839103167383224,2.7145803257716765
0.79,0.06511052553916435,0.06712254949273147,0.19247490055209243,0.08180124846188895,0.883336235633164,2.7101545403209637
0.8,0.07550993721153884,0.0710559293280587,0.19166355044356753,0.07221318689803935,0.8827655795056182,2.706791816613182
0.81,0.08373096167108104,0.07391780000398643,0.19086762466635349,0.06478808821571125,0.8821984408475829,2.70449708459529
0.8200000000000001,0.08511291205044069,0.07540650361310984,0.19008854423530874,0.06418521826739636,0.8816349202299316,2.703571901603818
0.8300000000000001,0.08511291205044069,0.07560143965311251,0.18932793978519988,0.06494582271750515,0.8810751484469487,2.7039367373467975
0.84,0.08511291205044069,0.07560143965311251,0.18858545072400418,0.06568831177870083,0.880519178369786,2.7044927074239604
0.85,0.08511291205044069,0.07560143965311251,0.18786064573384537,0.06641311676885962,0.8799669879008238,2.7050448978929227
0.86,0.08511291205044069,0.07560143965311251,0.18715310327695792,0.0671206592257471,0.8794185513384574,2.705593334455289
0.87,0.08511291205044069,0.07560143965311251,0.1864624119663496,0.0678113505363554,0.8788738431595652,2.7061380426341812
0.88,0.08511291205044069,0.07560143965311251,0.18578817070597967,0.06848559179672535,0.8783328380222252,2.7066790477715212
0.89,0.08511291205044069,0.07560143965311251,0.18512998835111458,0.06914377415159041,0.8777955107603762,2.7072163750333704
0.9,0.08511291205044069,0.07560143965311251,0.18448748182441607,0.06978628067828893,0.8772618363644845,2.7077500494292623
0.91,0.08511291205044069,0.07514338785923742,0.1843170498673345,0.0704147644292455,0.8767317922878017,2.708280093505945
0.92,0.08040672150850009,0.07077750723065437,0.18801448181596128,0.07108321310920165,0.8809007846031705,2.7088172917325175
0.93,0.07109325225344656,0.0648495441557029,0.19316466971654375,0.07186098828357072,0.8896294601483433,2.709402085442398
0.9400000000000001,0.061971385889919565,0.05881873067040694,0.19829476501821874,0.07276170646719174,0.8981074826778312,2.7100459292764363
0.9500000000000001,0.05433721868598668,0.05322435403689638,0.20287318681440017,0.07377766130452094,0.9050458691073826,2.7107417100508173
0.96,0.04831552409052343,0.048321293234027285,0.2066613651977296,0.07489254372406061,0.910330893894799,2.711478379858865
0.97,0.04371685797726929,0.04421868234785543,0.2095702073418264,0.07608631246613566,0.9141625015445515,2.712245438322366
0.98,0.040308878050586854,0.040932426038143524,0.21160474488078473,0.07733803123688923,0.9167819777771932,2.713033942016407
0.99,0.03789154992610689,0.038426118392828244,0.21282150690049362,0.07862757686249568,0.9183967750917137,2.713836472826367
1.0,0.03631321084553255,0.03664302927598585,0.21329572534770425,0.07993644753212746,0.9191647448931942,2.7146468421054615
1.01,0.03546981711264045,0.035526491909624834,0.2131007722715668,0.08124793797462596,0.9191952243694778,2.7154597563620704
1.02,0.035281238989109606,0.035030614929692935,0.21229763241476216,0.08254695481136243,0.9185730406257059,2.7162705182293743
1.03,0.035281238989109606,0.03499881656989398,0.21105608592642575,0.0838202996594978,0.9177674728788515,2.7170760859762275
1.04,0.035281238989109606,0.03499881656989398,0.20981298785977284,0.08506339772615072,0.9169673814131045,2.717876177441974
1.05,0.035281238989109606,0.03499881656989398,0.20859949672810268,0.08627688885782091,0.9161727291415754,2.718670829713503
1.06,0.035281238989109606,0.03499881656989398,0.2074149073703563,0.08746147821556724,0.9153834790873555,2.7194600797677233
1.07,0.035281238989109606,0.03499881656989398,0.20625853104559672,0.08861785454032682,0.9145995945232425,2.7202439643318366
1.08,0.035281238989109606,0.03499881656989398,0.2051296955815584,0.08974669000436512,0.9138210389724206,2.7210225198826583
1.09,0.035281238989109606,0.03499881656989398,0.2040277452160093,0.09084864036991425,0.9130477762078513,2.7217957826472277
1.1,0.035281238989109606,0.03499881656989398,0.20295204000861464,0.09192434557730893,0.9122797702497449,2.722563788605334
1.11,0.035281238989109606,0.03499881656989398,0.20190195541809522,0.09297443016782833,0.9115169853637792,2.7233265734912995
1.12,0.035281238989109606,0.03499881656989398,0.2008768817693483,0.09399950381657525,0.9107593860587396,2.7240841727963394
1.1300000000000001,0.035281238989109606,0.03499881656989398,0.19987622264505608,0.09500016294086745,0.9100069370785093,2.7248366217765696
1.1400000000000001,0.035281238989109606,0.03558342822076626,0.19889939623416056,0.09597698935176302,0.9092595935674026,2.7249993536368033
1.1500000000000001,0.035281238989109606,0.039469326880593646,0.19794583468099503,0.0969305509049285,0.9085170934689807,2.721855955075398
1.16,0.035281238989109606,0.045091671492523806,0.19701498415269478,0.0978614014332287,0.9077791195346275,2.7169715843978213
1.17,0.03801530858457487,0.05131838853881172,0.19610606812960546,0.09603624786085284,0.9070455221476271,2.711478464738533
1.18,0.04760208378725233,0.05737014409621525,0.19521598790683123,0.08733955288094965,0.9063162506322564,2.7061559806965008
1.19,0.058732045159267304,0.0627649823954601,0.19434272712245243,0.07708285229331346,0.9055913225544261,2.7014860704750867
1.2,0.06973312532463057,0.06722183970001591,0.1934856063683101,0.06693889288209255,0.9048707950194943,2.697749740705462
1.21,0.07913220934350464,0.07063311495269448,0.192644614100833,0.05838080113069552,0.9041547456233681,2.6950545148489082
1.22,0.0843449584558385,0.07293806054739671,0.1918203671512038,0.05399229896799094,0.90344325583701,2.6934610590405628
1.23,0.0843449584558385,0.07374945715599561,0.1910149957913867,0.05479767032780806,0.9027364366267893,2.6933564816421844
1.24,0.0843449584558385,0.07375628215421177,0.19022880885039262,0.05558385726880216,0.9020343914572457,2.6940517018135113
1.25,0.0843449584558385,0.07375628215421177,0.18946134459153494,0.05635132152765983,0.9013371184586917,2.6947489748120654
1.26,0.0843449584558385,0.07375628215421177,0.18871215856949747,0.057100507549697324,0.90064458563557,2.6954415076351874
1.27,0.0843449584558385,0.07375628215421177,0.1879808159409133,0.05783185017828149,0.8999567607997072,2.6961293324710507
1.28,0.0843449584558385,0.07375628215421177,0.18726689208449093,0.05854577403470383,0.8992736119548939,2.696812481315864
1.29,0.0843449584558385,0.07375628215421177,0.18656997220769686,0.0592426939114979,0.8985951073192969,2.6974909859514606
1.3,0.0843449584558385,0.07375628215421177,0.1858896499143899,0.05992301620480486,0.8979212152867456,2.698164877984012
1.31,0.0843449584558385,0.07375628215421177,0.18522553057715155,0.06058713554204321,0.8972519045021249,2.6988341887686325
1.32,0.0843449584558385,0.07238605041760374,0.18594030356439548,0.06124259429140733,0.8965871438599146,2.6994989494108435
1.33,0.0819289363966763,0.06721263922044865,0.19039209137089297,0.06196421768206491,0.8983394811321298,2.700162634197791
1.34,0.07304561282309605,0.06115708303883735,0.19560804447227542,0.06280382076229371,0.9065224916399957,2.7008629472635053
1.35,0.06391490947882109,0.055331776122603954,0.20047365745756557,0.06376351469323699,0.9148953686371287,2.701620773610647
1.36,0.05633948406371547,0.05010600939725328,0.20463285875831316,0.06483008011784004,0.9216619277030752,2.702429639959805
1.37,0.050440190284881385,0.04564019929471679,0.20794395524388942,0.06598479373480025,0.9267128647905496,2.7032779966511646
1.3800000000000001,0.04599515316287772,0.04198580162846619,0.21037614764356602,0.06720699900137422,0.9302808502679949,2.704155048295723
1.3900000000000001,0.042762499020326916,0.039126279591028525,0.21196647087639156,0.06847619780598634,0.9326168569345861,2.7050516957716835
1.4000000000000001,0.0405458255547473,0.037011550688539924,0.21278417615139011,0.06977322143347633,0.9339248449158372,2.7059603812560122
1.41,0.03920289024585079,0.03558326208306754,0.21290502066948208,0.07108066552085676,0.93435343076653,2.7068747307142162
1.42,0.03864202689866041,0.034789560796570376,0.2123965383201461,0.07238284915668987,0.9339998320588632,2.7077891927690727
1.43,0.03861753717788707,0.03458645953693667,0.21131696788950616,0.07366552084696353,0.9331144711610859,2.7086990433876257
1.44,0.03861753717788707,0.03458645953693667,0.21006354038523972,0.07491894835122997,0.9322107917351105,2.709602722813601
1.45,0.03861753717788707,0.03458645953693667,0.20883996579130434,0.07614252294516534,0.9313132557160567,2.7105002588326546
1.46,0.03861753717788707,0.03458645953693667,0.20764553303769687,0.07733695569877284,0.9304218213387704,2.7113916932099413
1.47,0.03861753717788707,0.03458645953693667,0.2064795482189386,0.07850294051753108,0.9295364471255602,2.7122770674231513
1.48,0.03861753717788707,0.03458645953693667,0.2053413337273721,0.0796411550090976,0.9286570918770252,2.713156422671686
1.49,0.03861753717788707,0.03458645953693667,0.20423022815182354,0.08075226058464617,0.9277837146749294,2.714029799873782
1.5,0.03861753717788707,0.03458645953693667,0.20314558583775455,0.08183690289871516,0.9269162748792246,2.714897239669487
1.51,0.03861753717788707,0.03458645953693667,0.20208677653097243,0.08289571220549728,0.9260547321262562,2.715758782422455
1.52,0.03861753717788707,0.03458645953693667,0.20105318494812227,0.08392930378834744,0.9251990463265735,2.7166144682221374
1.53,0.03861753717788707,0.03458645953693667,0.20004421045756446,0.08493827827890525,0.9243491776632479,2.717464336885463
1.54,0.03861753717788707,0.03458645953693667,0.19905926676258062,0.08592322197388909,0.923505086590181,2.7183084279585294
1.55,0.03861753717788707,0.03650589262107284,0.1980977825143322,0.08688470622213755,0.922666668618818,2.7172274128457574
1.56,0.03861753717788707,0.041260139775027,0.19715919699377013,0.08782329174269964,0.9218335719655945,2.7133062623450277
1.57,0.03861753717788707,0.047153393335948236,0.19624296581312334,0.08873952292334644,0.9210055605876843,2.708241020162016
1.58,0.04249763187291593,0.05330942767409091,0.19534813809455692,0.08575425594688395,0.9201825282246566,2.7029080181869007
1.59,0.052728713467115704,0.05905470841379531,0.19447136386523378,0.07639994858200726,0.9193644508633692,2.697980814808483
1.6,0.06390403995099778,0.06400010856643207,0.1936109429600699,0.06608504300328907,0.9185513617687324,2.693848503750483
1.61,0.07422809804702435,0.06795112120723597,0.1927664893287527,0.056605438538579606,0.9177433243497728,2.6907055285286385
1.62,0.08246070234988105,0.07088535185436252,0.19193826043164444,0.049201063132831235,0.9169404131519866,2.688574209079298
1.6300000000000001,0.08388072768690963,0.07248498099872815,0.19112762962898872,0.04859166859845857,0.9161427129081167,2.687772280178804
1.6400000000000001,0.08388072768690963,0.07275211435080323,0.19033622232022587,0.04938307590722149,0.9153503419205762,2.688297517814269
1.6500000000000001,0.08388072768690963,0.07275211435080323,0.18956366397887664,0.05015563424857073,0.9145633516102871,2.6890845081245587
1.6600000000000001,0.08388072768690963,0.07275211435080323,0.188809506057261,0.0509097921701864,0.9137817114394587,2.689866148295387
1.67,0.08388072768690963,0.07275211435080323,0.18807330989517562,0.05164598833227175,0.9130053850283415,2.6906424747065043
1.68,0.08388072768690963,0.07275211435080323,0.18735464742646227,0.0523646508009851,0.9122343362420603,2.691413523492786
1.69,0.08388072768690963,0.07275211435080323,0.1866531005992505,0.053066197628196886,0.9114685291964195,2.6921793305384263
1.7,0.08388072768690963,0.07275211435080323,0.18596826195011262,0.05375103627733476,0.9107079282631211,2.692939931471725
1.71,0.08388072768690963,0.07275211435080323,0.18529973509024056,0.05441956313720681,0.9099524980736413,2.6936953616612045
1.72,0.08388072768690963,0.07271766380463057,0.18468155711312553,0.055072191660494575,0.9092022034694385,2.694445656265406
1.73,0.08388072768690963,0.06925570586836935,0.1874734106769119,0.05574229603296939,0.9084570095282546,2.69519085020659
1.74,0.08108179551495114,0.06342826320602298,0.1925311836121957,0.05651196576003197,0.910511526683774,2.6959352652230275
1.75,0.07208161064367952,0.057427843345978384,0.197639546005472,0.057404023226800244,0.9187287496290503,2.696718227149023
1.76,0.06327823815604768,0.0519214533606205,0.20213988894328802,0.058410070274342155,0.9266931348378845,2.697557214427821
1.77,0.0561492532327152,0.04712145819093915,0.2058369819678831,0.05951297241942841,0.9329353584343576,2.698443975754681
1.78,0.05068155960631825,0.04311301170838474,0.208665686949523,0.06069271392034284,0.9374803015110211,2.699366726304414
1.79,0.04662635347246049,0.03990471013814708,0.21063798219744614,0.06192872024265736,0.9405873173563472,2.700314916592945
1.8,0.04374929408946287,0.03745868369200691,0.21181141834855893,0.06320131053768474,0.9424995601328863,2.701279733199404
1.81,0.0418705974510116,0.035718519202750536,0.21226046905833262,0.06449242431716745,0.9434041758263785,2.702253814144363
1.82,0.040866604752942785,0.034628376608315095,0.21205726371026937,0.06578577225966614,0.9434311224755744,2.7032308601932367
1.83,0.04064202821362068,0.0341432557723824,0.21126151078401945,0.06706664602184877,0.9426812783248032,2.7042052808833286
1.84,0.04064202821362068,0.03411196704922531,0.21003727058252206,0.06832217494650318,0.9417131033739482,2.7051734558341844
1.85,0.04064202821362068,0.03411196704922531,0.2088115663515119,0.06954787917751333,0.9407515102839565,2.706135048924176
1.86,0.04064202821362068,0.03411196704922531,0.2076150547577469,0.07074439077127834,0.9397964543105707,2.7070901048975617
1.87,0.04064202821362068,0.03411196704922531,0.20644704055702337,0.07191240497200185,0.9388478910137046,2.708038668194428
1.8800000000000001,0.04064202821362068,0.03411196704922531,0.20530684501111512,0.0730526005179101,0.9379057762544891,2.708980782953643
1.8900000000000001,0.04064202821362068,0.03411196704922531,0.20419380533035192,0.07416564019867332,0.9369700661930823,2.70991649301505
1.9000000000000001,0.04064202821362068,0.03411196704922531,0.20310727423560504,0.0752521712934202,0.9360407172860928,2.710845841922039
1.9100000000000001,0.04064202821362068,0.03411196704922531,0.20204662051673827,0.07631282501228696,0.935117686289753,2.711768872918379
1.92,0.04064202821362068,0.03411196704922531,0.20101122828507054,0.0773482172439547,0.9342009302559137,2.7126856289522183
1.93,0.04064202821362068,0.03411196704922531,0.20000049654305413,0.07835894898597111,0.933290406529795,2.713596152678337
1.94,0.04064202821362068,0.03411196704922531,0.1990138385277518,0.07934560700127344,0.9323860727464363,2.7145004864616955
1.95,0.04064202821362068,0.03453742393557722,0.19805068019203256,0.08030876533699262,0.9314878807475904,2.7149732215741897
1.96,0.04064202821362068,0.03814724473066048,0.19711046120225967,0.08124898432676551,0.9305955865178505,2.712255695008847
1.97,0.04064202821362068,0.043562042848825956,0.1961926354568339,0.08216681007219126,0.9297088621653055,2.707727621243226
1.98,0.04064202821362068,0.04963838813375623,0.19529666961468475,0.08306277591434043,0.9288275451035056,2.702532593020095
1.99,0.04726604057209295,0.055650605385899436,0.19442099701914728,0.07731443615140567,0.9279515679339292,2.6973963529375258
2.0,0.05806299017445286,0.06103639578751679,0.1935622550953439,0.06737622847284915,0.9270809338389897,2.6928811966308484
2.0100000000000002,0.06895919003640967,0.06550993314127633,0.19271938541770986,0.05732289828852635,0.9262156904609969,2.689272902655082
2.02,0.07832954878173383,0.06896372688475864,0.19189233114014442,0.04877959382076764,0.9253559058270939,2.6866788935455035
2.0300000000000002,0.08356672494665776,0.07133053324633802,0.1910816909513668,0.044353057844621374,0.9245016523356668,2.6851663406753508
2.04,0.08356672494665776,0.07221490127473325,0.19028959527762207,0.04514515351836606,0.9236530326194095,2.685130592363213
2.05,0.08356672494665776,0.07223142077552165,0.1895163650092429,0.04591838378674519,0.9228101455558659,2.6859569599259676
2.06,0.08356672494665776,0.07223142077552165,0.18876155092606983,0.04667319786991826,0.9219729885208389,2.686794116960995
2.07,0.08356672494665776,0.07223142077552165,0.18802471457556344,0.047410034220424675,0.9211415226698696,2.687625582811964
2.08,0.08356672494665776,0.07223142077552165,0.18730542719662208,0.04812932159936604,0.9203157092967769,2.688451396185057
2.09,0.08356672494665776,0.07223142077552165,0.18660327070241378,0.048831478093574326,0.9194955099683191,2.6892715955135147
2.1,0.08356672494665776,0.07223142077552165,0.1859178366017757,0.04951691219421243,0.9186808865158075,2.690086218966026
2.11,0.08356672494665776,0.07223142077552165,0.18524872758982294,0.05018602120616517,0.9178718010507219,2.690895304431112
2.12,0.08356672494665776,0.07223142077552165,0.18459555601158975,0.05083919278439834,0.9170682159431728,2.6916988895386615
2.13,0.08356672494665776,0.07098838777963072,0.18519479163357183,0.05148299015830714,0.9162700937933878,2.692497011688447
2.14,0.08356672494665776,0.06593842170891334,0.18953821518888075,0.052189532673715656,0.9154773974351943,2.6932897080466405
2.15,0.07883882303935141,0.05987064986982104,0.1947821978545057,0.05301332184718295,0.919407793166493,2.6940872142226477
2.16,0.06963713441284514,0.05409100547645993,0.199617787381411,0.05395737671363873,0.9277652907894611,2.6949314052261863
2.17,0.0613966011557886,0.04895741473362266,0.2037018083129524,0.055006946524934645,0.9351079243439235,2.69582930492878
2.18,0.05490353837323813,0.04458669656154172,0.20693664757383437,0.05614282543613359,0.9406598879541807,2.6967704041010725
2.19,0.05000266623100267,0.04101453562979642,0.20930707771313425,0.05734455622857906,0.9445880868515286,2.6977430773459603
2.2,0.04643738881790248,0.038220761233477854,0.2108533729968967,0.058592035341135246,0.947159118957856,2.6987373226527334
2.21,0.04399240208927344,0.03615512778084708,0.2116445270763846,0.05986651471427811,0.9485966189406082,2.6997448093986103
2.22,0.042511090279812216,0.034760054850006654,0.21175512377363584,0.06115099094786738,0.9490642318067909,2.7007585083418886
2.23,0.041892412531665583,0.033984619249404865,0.2112513964623325,0.06243015385977246,0.9486691212228399,2.7017722966739868
2.24,0.0418654192776022,0.03378606525504291,0.21019000882876518,0.06369009548770174,0.947687447444947,2.702780963705944
2.25,0.0418654192776022,0.03378606525504291,0.20895880334115022,0.06492130097531669,0.9466856219408255,2.703782789210065
2.2600000000000002,0.0418654192776022,0.03378606525504291,0.20775692151466452,0.06612318280180242,0.9456906070619068,2.7047778040889843
2.27,0.0418654192776022,0.03378606525504291,0.2065836649807794,0.06729643933568749,0.9447023565087097,2.705766054642181
2.2800000000000002,0.0418654192776022,0.03378606525504291,0.20543835195888674,0.06844175235758015,0.9437208242956837,2.706747586855207
2.29,0.0418654192776022,0.03378606525504291,0.2043203165986553,0.06955978771781161,0.9427459647482495,2.707722446402641
2.3000000000000003,0.0418654192776022,0.03378606525504291,0.20322890887250844,0.07065119544395845,0.9417777325020732,2.7086906786488174
2.31,0.0418654192776022,0.03378606525504291,0.20216349476382028,0.07171660955264664,0.9408160825042604,2.70965232864663
2.32,0.0418654192776022,0.03378606525504291,0.2011234555927898,0.07275664872367714,0.9398609700096145,2.710607441141276
2.33,0.0418654192776022,0.03378606525504291,0.20010818760299723,0.07377191671346969,0.9389123505783976,2.711556060572493
2.34,0.0418654192776022,0.03378606525504291,0.1991171014064973,0.07476300290996964,0.9379701800731713,2.7124982310777193
2.35,0.0418654192776022,0.03378606525504291,0.1981496202095233,0.07573048410694364,0.9370344146476696,2.713433996503221
2.36,0.0418654192776022,0.03571153811329754,0.19720518152951597,0.07667492278695086,0.9361049445182481,2.7124379937743868
2.37,0.0418654192776022,0.040422560791458687,0.19628323633691885,0.07759686797954797,0.9351814171482707,2.708650498466203
2.38,0.0418654192776022,0.04625961109736289,0.1953832491606849,0.07849685515578195,0.9342635953614596,2.70373126994711
2.39,0.04309904696429673,0.05238211813498189,0.19450463470319468,0.07814184192657765,0.9333513685667576,2.6985209897041944
