t,V,Kc,Ki,Nai,y,x,Cai,m,h,d,f,f2,Ca_up,Ca_rel,p
0.2,2.9809672551290336,2.940068290471931,140.00740252627028,7.492412158780256,4.920515487736548e-05,0.5813857446287183,0.0019651148193891724,0.9816305269777703,6.150882757807815e-07,0.9584609460423006,0.08393645743330994,0.1413138239989554,2.1476956454534846,0.10767391872966287,0.3627491350422744
0.21,-7.584376998598254,2.940774763230341,140.00739025756198,7.492315000258069,4.286994130235755e-05,0.6142394516720028,0.0009001900388500852,0.9585184005699575,2.7056453493255326e-06,0.8809482873609945,0.051616557660384005,0.18183300915792197,2.164581852009342,0.11009409176534696,0.34505771657048034
0.22,-19.420656984574123,2.941568361789428,140.00736744877594,7.491964242253196,7.762355369592605e-05,0.6220528919461581,0.00035904062240338705,0.8941250078471251,1.749078038233064e-05,0.6376949009855838,0.03919442353741826,0.2367521453121807,2.164274180313411,0.13454881046110345,0.3282300274961469
0.23,-30.90787071575674,2.9421472649428373,140.00736769763782,7.491416679717452,0.00018503689721196466,0.6106796315012523,0.000158019283655915,0.7436484621591679,0.00013419026586552403,0.23640327338163428,0.08979720949514289,0.2975049652376752,2.156814636661245,0.1645953430322154,0.3122366483453245
0.24,-40.330485970496625,2.942308978534923,140.00741385211631,7.490826296775722,0.0004316527084590871,0.5881573402962984,0.00010025024895260728,0.5268572837096458,0.0007703232423507584,0.0385939876560897,0.311580133419756,0.35669383979405644,2.147621224243606,0.1939539952906646,0.29714655326641076
0.25,-48.41078616560165,2.9419337721569043,140.00751974613382,7.490250959547457,0.0009208269278102181,0.559149866996235,7.19140176621905e-05,0.3153163613582279,0.0032987601026129867,0.003955676742335099,0.6507885943673448,0.4117340669367282,2.138331328575788,0.22165410995236823,0.2835006374817325
0.26,-54.758593292004264,2.9409823228340706,140.007690372106,7.489699544664642,0.001779318558973266,0.5260069921218697,5.765333194369384e-05,0.18089590705092926,0.010649082182427485,0.0005143487118188812,0.8840132181724899,0.4624234309201452,2.129237082505175,0.24780550771812118,0.27313442080091865
0.27,-58.99297699716118,2.939486063812085,140.00792286736788,7.4891791760420645,0.003046967798366673,0.4909800108221944,5.1948870100045566e-05,0.11727269089823136,0.02543015095532165,0.00013930688136199514,0.9719528700588433,0.5085564591932576,2.120408508122989,0.2728116531721673,0.26856401288950255
0.28,-61.38278182802015,2.9375218152037195,140.00820926552876,7.488685607801869,0.004641396411338842,0.4560201706706224,4.9512836526067854e-05,0.09018144621133703,0.04685700845577663,6.810455306861978e-05,0.9942900025218211,0.5502252862033064,2.1117274662762235,0.297248875802856,0.27016000611195745
0.29,-62.34031571311098,2.935178419389962,140.00854017032017,7.488209782649816,0.00640748682604985,0.4224879751355964,4.850198783818051e-05,0.08085908729574094,0.07045299270633106,5.0001939132431704e-05,0.9987979267414291,0.5877247219245615,2.10305398500869,0.3215778250701454,0.27560039779211953
0.3,-62.23846047165696,2.9325350709048434,140.00890716234807,7.487743102423028,0.008177540966985414,0.3911839392459463,4.831718573160844e-05,0.08167426191365718,0.0906055687747303,4.8974778224507096e-05,0.9996004826849122,0.6213890085261725,2.0943367937448976,0.34598163168452484,0.28182045096773145
0.31,-61.37545030996747,2.9296537860681275,140.0093036513484,7.4872785110972915,0.009808484652494604,0.3624873712976705,4.8693990323792335e-05,0.08984508058322088,0.10308407613172862,5.878235366289068e-05,0.999698495419585,0.651542191999967,2.085617805130628,0.37038961649245356,0.28639298896922677
0.32,-59.97823846006667,2.9265801093354473,140.0097248169042,7.4868104272179385,0.011192761250058731,0.33649788648613316,4.948721569076867e-05,0.10462869611133369,0.10597153250287251,8.125256552708079e-05,0.9996199897910161,0.6784871941263877,2.07699745435392,0.3945742702329686,0.28791759603487366
0.33,-58.214904504029285,2.9233467604760683,140.01016721977325,7.486334530301576,0.012253927959009071,0.31314699750157876,5.061658634431894e-05,0.12614662873643584,0.09948378325160297,0.00012362655593666934,0.9994156318044244,0.7025030591965956,2.0685966049573663,0.4182509385971151,0.28597116327133826
0.34,-56.20697233061921,2.9199774116937642,140.01062839450609,7.485847554769328,0.012938678437649554,0.29227691245235604,5.2052343920674406e-05,0.15481666979783548,0.08548132173388591,0.00020042327715048583,0.9990110988109141,0.7238433130549414,2.0605271582347604,0.441154126238505,0.2808635431143258
0.35000000000000003,-54.0394256095443,2.9164896492842445,140.01110652885296,7.485347075597348,0.013212323617999754,0.2736930638895909,5.381857097251766e-05,0.19101245784522475,0.06696100492538523,0.00033837993708129015,0.9982270880002322,0.7427333383338525,2.0528757536521627,0.46308069738002394,0.2732970720932953
0.36,-51.76778471403493,2.9128971097413086,140.01160023204505,7.484831285455096,0.013059793115905839,0.25719825075235303,5.601288767550729e-05,0.23484748513909803,0.04743541657694217,0.0005858551867025878,0.9967017784786195,0.7593651737635397,2.045700380911327,0.4839011253511746,0.2640566703186524
0.37,-49.41946836397795,2.909211131742909,140.01210835477522,7.484298871517138,0.012490197314254367,0.2426157897022696,5.885158218717301e-05,0.28614548291404834,0.03010541201462037,0.0010310442078413729,0.9937137502330936,0.7738873010765803,2.039036086357953,0.5035490879522374,0.2538233692913824
0.38,-46.98274087667901,2.9054423705413246,140.01262981158408,7.4837492174237905,0.011539999557815527,0.22980982193903088,6.277046938561008e-05,0.3448195092687336,0.017000682486560576,0.0018431860976161711,0.9877967257059236,0.7863842750779428,2.0329056197163973,0.5220010686743642,0.24310950448497345
0.39,-44.37276217240086,2.9016029091069093,140.01316334606898,7.483183116671805,0.010268974807131705,0.21871528377446214,6.86837234924997e-05,0.4119547463313998,0.008533099929873871,0.0033916130652979887,0.9757825092018728,0.7968324233113507,2.027333964866946,0.5392515823732502,0.2322653859885156
0.4,-41.3472508731088,2.8977099704682368,140.0137071152071,7.48260416309702,0.008745733258781715,0.20940757370306934,7.879831943091679e-05,0.4919613118456296,0.0037988612533903414,0.006690677855723542,0.9499417378564443,0.8049860180665809,2.0223727238460176,0.5552776933195531,0.2215143937341187
0.41000000000000003,-37.231406362144575,2.8937959787475815,140.01425756184454,7.4820223385337075,0.007022007787251115,0.2023341403967021,9.995818082418963e-05,0.5972770317455414,0.0014152100508178747,0.015736723920833192,0.8880484642219938,0.8100051425566455,2.0181641842704363,0.5699455445028258,0.21099401532339587
0.42,-29.493189141556908,2.889960725469916,140.01480358453193,7.481470885405769,0.005082441712753875,0.1996076021368681,0.00016544821700485184,0.7599852751064812,0.0002972286674279771,0.060908441817307535,0.7270691821504368,0.8086857692732956,2.0152254468515673,0.5824637972191066,0.20079673123239472
0.43,-1.0474156051421974,2.887353802045127,140.0152170787805,7.481140910866868,0.0026863955637226634,0.22524923736094055,0.0007000114535308068,0.9736037044912453,2.1624651567215622e-06,0.719437303490423,0.46630896131129007,0.7764877927930182,2.0174838069418155,0.5785499471620108,0.19101200308658908
0.44,21.990228909704726,2.8894770562210566,140.01510531050974,7.481043280129921,0.0007173085941445254,0.35282709274144225,0.003243641935026154,0.9954181656880151,5.7269663244042856e-08,0.9929258241681483,0.2828555060234647,0.5565103162787047,2.0567980448803795,0.3830581635583015,0.1816962423665346
0.45,19.363054924873836,2.890723492982308,140.01508884068215,7.480896067724629,0.00016873869409035006,0.47772026869197,0.0033237379607156206,0.9945038763890471,7.417503893036355e-08,0.9917080979760432,0.17156274187584425,0.31694858444526547,2.132517988707431,0.19102420973699305,0.17283481229304823
0.46,10.697966524435852,2.8917278839784966,140.01509812481981,7.480741898505872,5.054102537045628e-05,0.5636924191041077,0.0020364592716164576,0.9896918820721711,2.2099309906879545e-07,0.9809035878109659,0.10407037059094214,0.2429594647815237,2.186864735726376,0.11383787734625868,0.16440556024351508
0.47000000000000003,-0.40214703116153694,2.8930824187959185,140.01506721570212,7.480513599615368,3.033571714557488e-05,0.6143131965644252,0.0009907313239924961,0.9762647796050962,9.623211559541045e-07,0.943089560029024,0.06326000967015336,0.24772408749391966,2.2131710239074773,0.09491822993829535,0.15638742086697716
0.48,-13.022292939392804,2.894617268855724,140.01501464985304,7.480097378680075,4.7373432474482375e-05,0.634968286945252,0.0004119839731842277,0.9363961467446872,6.1013397858044434e-06,0.8025139179775588,0.040396840052397034,0.2863159579679347,2.221492249417698,0.10121930060856583,0.14876057070518414
0.49,-25.75357095611172,2.8960258258330733,140.0149744481318,7.479520530623633,0.00011617750771797564,0.6313305025788926,0.00018186067730048308,0.826084283805764,5.203940799793268e-05,0.4276908877668933,0.05008691235932438,0.3381228857295757,2.22149421178188,0.11447455533271733,0.14151034662264306
0.5,-36.25323969305304,2.8970711242663674,140.0149732089232,7.478914655678447,0.0002916083505876697,0.6124771777901121,0.00011490390001929165,0.6297051300724125,0.0003625348159944652,0.09777446111863536,0.1834894722397503,0.3913701672014571,2.218842709584994,0.12835330277533133,0.134670251307496
0.51,-44.96527803166115,2.897601399000518,140.0150282803869,7.478339870832249,0.0006560179432564111,0.5854395828019388,8.410800005167519e-05,0.4034694105172257,0.0017663228480310595,0.011437704093143718,0.49682771704864853,0.4414770326362885,2.2155687979635474,0.14171476504814415,0.12854190782812736
0.52,-52.4121302790216,2.897537215115774,140.0151491077471,7.477787879983081,0.00134576946507283,0.55306395429583,6.297142204940013e-05,0.22549833986919054,0.006681764561061561,0.0011475486512089667,0.801168361771062,0.4882460368802296,2.2119672774844186,0.15455723220587123,0.12445019834519369
0.53,-57.778885182298936,2.896877062850841,140.01533652657352,7.477264769390526,0.0024661545927223637,0.5175890830928966,5.384229695883894e-05,0.13346818475836944,0.018694512526243545,0.00020822507178011883,0.94669813716609,0.5313540122479831,2.2081610574023185,0.16715812028978985,0.12515629726153618
0.54,-61.06563534089342,2.895683030660525,140.01558427347433,7.476772143870688,0.003990916636914884,0.48127533256817867,5.0174871037680275e-05,0.09352425167808429,0.039136304163616756,7.742411321102317e-05,0.9888864086707012,0.5705238875539389,2.204104868064971,0.18007425607117547,0.132375212479933
0.55,-62.67306026371794,2.894046935080446,140.01588269461843,7.476302097188047,0.0057834279210871595,0.4458637470178857,4.858744778061496e-05,0.07794273891468609,0.06480098127806484,4.738436944230371e-05,0.9978680422697886,0.6058751866523819,2.1996374122779105,0.19388667523745956,0.144681481280743
0.56,-63.019549560961984,2.892059116677315,140.01622219680252,7.475845271968455,0.007664401041264832,0.4124581614667995,4.8051904663001633e-05,0.07480947165304094,0.08962243660611306,4.108240878451568e-05,0.9994866134889647,0.6376667335903328,2.194661597918061,0.20891396580775995,0.15889633891889896
0.5700000000000001,-62.45301717119733,2.88979363869533,140.01659490255753,7.475393656711966,0.009466786498548398,0.3816400944763025,4.818454017010602e-05,0.07967316350549136,0.10796224749827309,4.5535628116958365e-05,0.9997380487465006,0.6661778484386659,2.1891986098195035,0.2251459466951911,0.17202773943656993
0.58,-61.24201279392013,2.8873058319261653,140.0169949430505,7.474940841890577,0.011060002225963948,0.35362765953246783,4.879022762100867e-05,0.09113804138961668,0.11650088240714461,5.9889584481018647e-05,0.9997211430579787,0.6916791210754502,2.183363041441405,0.2423244513631003,0.1820864357754455
0.59,-59.586826942846216,2.884635399711445,140.01741813259494,7.474481820999774,0.01235055329650146,0.3284118808962122,4.975730181464344e-05,0.10909624729216442,0.11442321790437748,8.853804349096113e-05,0.9995949605954079,0.71442483332912,2.177317860555304,0.260062354402863,0.18817909126745042
0.6,-57.6334127661842,2.8818107028005957,140.01786150775678,7.474012774395156,0.013273118190410679,0.30585628760080014,5.102864139665428e-05,0.13395800982040063,0.10292212873233264,0.00014148834603322714,0.999331191747475,0.7346497634817805,2.1712333811916333,0.2779495632008113,0.19031748574064905
0.61,-55.48528219989517,2.878852395161999,140.01832293406005,7.473530859088106,0.013782620727260003,0.28576422476620555,5.2596520107837836e-05,0.16623311556280596,0.08466550827353991,0.0002377292281876458,0.9988138247803207,0.7525663541275875,2.165258859858067,0.29562659689854387,0.18909987112947255
0.62,-53.21274971017972,2.8757760546105455,140.0188008208503,7.473033972844135,0.013852099782551055,0.26792247460068486,5.4512791041494734e-05,0.20625163984140174,0.06325553468157749,0.00041201857364631594,0.9977997401096823,0.7683604718035993,2.1595093734514514,0.3128199814031208,0.18536430778434296
0.63,-50.858537638773456,2.8725940642140055,140.01929391689566,7.472520527535997,0.013476365055503255,0.2521293233501365,5.691751672589366e-05,0.2540028459085772,0.04248925680328915,0.0007275982644787034,0.9958002753814229,0.782183868162052,2.1540659176057715,0.32934532852575504,0.17992640755676048
0.64,-48.43498838213482,2.869317190286034,140.01980113780675,7.471989414432244,0.012677624971039598,0.23821480201984482,6.0101226729605765e-05,0.3092384095952184,0.02540151312365174,0.0013019793817171982,0.991830072164484,0.7941400702192563,2.1489838507340635,0.34509128915179915,0.17344879788900522
0.65,-45.90386440583493,2.8659563599110722,140.02032136948375,7.471440423584702,0.011506732785245768,0.2260628233163579,6.465020349888856e-05,0.3721431867058426,0.013437835705966825,0.0023713437445109877,0.9838358508921167,0.8042561254740285,2.144305840736221,0.35999604428369825,0.16641214475939095
0.66,-43.12410708904401,2.8625253242586317,140.02085317081264,7.470875244879604,0.010034297152340986,0.2156530459217933,7.185199720009205e-05,0.4448921935965099,0.006292292889695281,0.004499817058125743,0.9671560107889877,0.812417871584847,2.140079868233292,0.374020529840782,0.15913818575973457
0.67,-39.71232313039613,2.859046219393244,140.02139415035305,7.470299408006104,0.008329958597720599,0.20717617020929974,8.51142538183177e-05,0.534706401689085,0.002574400946517121,0.009478764845175066,0.929515121490251,0.8181876015134573,2.1363935850886766,0.38710850759890264,0.15183100531029947
0.68,-34.49204747669582,2.855569136973519,140.0219387753913,7.469728669765838,0.0064270346160136115,0.2015031228522148,0.00011680293976409059,0.6612168728413284,0.0007994358645194143,0.026347176023730667,0.8334819087795338,0.8201205997731146,2.1334829165048097,0.39905968178737694,0.14462084804245673
0.6900000000000001,-21.560748362588264,2.852337353463794,140.02245993627955,7.469229257854767,0.004234174671047279,0.20414911721436324,0.00025217091102202146,0.8674955217208108,7.043944691208767e-05,0.17309863493677802,0.6073116257239222,0.8115085625431975,2.1323776804692134,0.40839770216977506,0.13760992885533896
0.7000000000000001,15.803370470856832,2.852684329890569,140.02258586322066,7.468998012761237,0.001603951578208613,0.2784941808918317,0.0011682305963997479,0.9927581654015168,1.4789518145275807e-07,0.9777156092087828,0.3710829806624609,0.7369491859881236,2.141912134432439,0.38151724301872353,0.13089940449338966
0.71,22.351244081157063,2.8556273983556504,140.022420876664,7.468684644967087,0.00037653479909226825,0.41655895048059866,0.0022734800812021345,0.9955501519472871,5.232780444547915e-08,0.9936036025979935,0.22507546169919282,0.544256909936765,2.178038301492142,0.25493003779273493,0.12451536550843495
0.72,16.632045135498508,2.8575545491554384,140.0223660716366,7.468394144549525,9.375657174287214e-05,0.5249672107390307,0.0020390147183604805,0.9933131924971855,1.0404604229055694e-07,0.9892559183260484,0.13651875897651472,0.3910123395160716,2.223642498946888,0.15513354265929136,0.11844267985294665
0.73,6.806963065942376,2.8593807985834427,140.0223204514464,7.4680972943020025,3.470026528453546e-05,0.5954903316372653,0.001245248220464432,0.986244156779954,3.6578380440941525e-07,0.9720976634812151,0.08283136234242292,0.3369034411896559,2.2551390479846303,0.11409100060860385,0.11266616516419135
0.74,-5.127041774749716,2.8613795577927617,140.02225354452398,7.467704033896052,3.188372442333536e-05,0.6331605792582591,0.0006061138198918589,0.9658189025365436,1.866185760511402e-06,0.909248457883134,0.050619664324400106,0.3427278871699651,2.2701294740316706,0.10725978987657349,0.10717141504752266
0.75,-18.06061124363959,2.863373358502353,140.02218494715208,7.46716833593748,6.509614971591867e-05,0.642980941273455,0.00027133638840438266,0.9050649183251627,1.3773153107819678e-05,0.6849457673693127,0.036407895534903784,0.3772619936048138,2.2746756057149833,0.11385122406164001,0.10194545046394805
0.76,-29.999644171932996,2.8651112455197256,140.02214267821432,7.466563916584764,0.00016665122817275093,0.6320481048601223,0.00014683453792983434,0.7600881025419345,0.00011353923588693988,0.26964335976394155,0.07830188401959137,0.4217071498908301,2.274681291623561,0.12340786051249819,0.09698784782426674
0.77,-39.38440638764011,2.8664133565620427,140.02214710287672,7.465983393229631,0.00039666943045575214,0.6094520272262518,0.000107324213933919,0.5514916567438263,0.0006533663489739664,0.047379697450457565,0.2807523420064369,0.46624279087606935,2.2733384927682265,0.1330644498307132,0.09239156825186413
0.78,-47.69425017140786,2.8671551292369433,140.022212613192,7.465431339740523,0.0008536686394586145,0.5800759986943209,7.759628821243533e-05,0.33315555307234523,0.0028696895612414864,0.005014101688887884,0.6175593844548093,0.5085370152495537,2.271485455427144,0.1424229932859894,0.08869778399234833
0.79,-54.54785092373678,2.8672831898021784,140.02234579566522,7.4648987444060015,0.0016854892105537846,0.5460512743978727,5.978641768449013e-05,0.18476813605532075,0.00986871853573282,0.0005792332619875616,0.8694529208478975,0.5485377432420823,2.269225710631235,0.15158801896806232,0.08783445135156184
0.8,-59.23666555334529,2.8668186265210993,140.02254498467346,7.464395431564356,0.0029628215262954708,0.509662158335649,5.270196256781788e-05,0.11434288875952942,0.02507188381062105,0.0001350956252193176,0.9685882078006298,0.5854940924227742,2.2666546208938017,0.16093769630912302,0.09268204751588374
0.81,-61.945383942630045,2.865838004530858,140.02280229627996,7.463920187457223,0.004616789626990066,0.47306806099735926,4.980274678595774e-05,0.08473121270138533,0.0484320358985718,6.006255584423029e-05,0.9938319067718278,0.6190861376687391,2.2636635987382805,0.1710996048502215,0.10396145158982381
0.8200000000000001,-63.101745360341866,2.864436707869702,140.02310765783116,7.46346429506359,0.00648621577279295,0.4378248673294122,4.858671276746319e-05,0.07419135536271959,0.07532871237567199,4.1689285310705535e-05,0.9987983387756099,0.6494050871123289,2.2600912607345345,0.18261269436359193,0.11935694593328922
0.8300000000000001,-63.109035502333214,2.8627020492807547,140.0234517899381,7.463018747398351,0.008387424310174179,0.40486464758547835,4.8288686845558716e-05,0.07401746141247706,0.09929232386684599,3.960417879583749e-05,0.9996505808826044,0.6766598402576761,2.2558767939826443,0.19569132254027088,0.13551549529770393
0.84,-62.29242278668309,2.8607029514978,140.02382736843433,7.462576039412614,0.010161005775743574,0.3746394752998694,4.8595561909213764e-05,0.08110041262855702,0.11517469639007474,4.690380943001477e-05,0.9997609805126818,0.7010796049464155,2.2510819848579575,0.21021820751545844,0.1496745964465992
0.85,-60.89935592426343,2.8584899537437902,140.0242290446896,7.462130214341255,0.011687268983082102,0.34728022644370915,4.933999361081098e-05,0.09462445075521737,0.12043698412575495,6.47035855183249e-05,0.9997056788748382,0.7228896405060219,2.245853802990533,0.22585118963642373,0.16018485199116353
0.86,-59.11275415386265,2.8560991276177763,140.02465302911557,7.4616766544362125,0.012881942724275638,0.3227239325911732,5.042714392541071e-05,0.1147453646654282,0.11497401642123914,9.897385046129923e-05,0.9995467779151319,0.7423035162375997,2.240376422985615,0.24214831887292243,0.16647308841244035
0.87,-57.06467396858035,2.853556344864343,140.02509663084646,7.461211872915085,0.01368620916381855,0.30080383354381335,5.181448805704792e-05,0.14197937625194637,0.10054656002669932,0.00016205013147857662,0.9992263272326899,0.7595189065310501,2.234831228144831,0.2586708876104448,0.16879119221836536
0.88,-54.8474780876536,2.850880641338045,140.02555789351095,7.460733298221761,0.014060038917521247,0.28130913285134806,5.351164930114777e-05,0.1768418659521613,0.080258141910677,0.0002770350326680287,0.9985960753142659,0.7747135205547353,2.229371451111652,0.275049341998549,0.16787085517490524
0.89,-52.52227849291999,2.8480865930116908,140.0260353375539,7.460239026657051,0.013982093033725313,0.26402332683411206,5.559623287583102e-05,0.21959766687060958,0.05797104882146707,0.0004862771140116772,0.997351574814932,0.7880392448527794,2.224112727455572,0.29100966543428436,0.16458910548690076
0.9,-50.12275478594605,2.8451860630600923,140.0265277701586,7.459727620026001,0.0134548462256982,0.24874918265415755,5.825195876876708e-05,0.2701528558184108,0.03746981778353665,0.0008675019478554528,0.9948779160742907,0.7996121470099945,2.219136175098642,0.30636948354175825,0.15974363744140394
0.91,-47.647817721802426,2.8421898034770585,140.02703410951045,7.4591981856772405,0.012509964450537245,0.23532855774359782,6.185214795507573e-05,0.32829964456959043,0.021454752521871373,0.0015684678965593207,0.9899188829552859,0.8094939502383768,2.2144988129099263,0.32101811449342615,0.1539574310764341
0.92,-45.03223004874194,2.8391094603862683,140.02755316228345,7.458650998821866,0.011206996509261907,0.22366874178230312,6.716543896850693e-05,0.3946636395597211,0.010831510207508945,0.002901514501030902,0.9797831566307137,0.8176539589156966,2.210248288641196,0.33489101880856326,0.1476704291951333
0.93,-42.07355170045406,2.8359609123699197,140.02808325025134,7.458088779587093,0.009620330865861206,0.21380040528785907,7.597501286619204e-05,0.47271171895503555,0.004817125584635093,0.0056813210294055115,0.9580469575497552,0.8238764833829227,2.206444691617682,0.3479401690347231,0.14117159786361125
0.9400000000000001,-38.21334753997367,2.832772463669108,140.02862129196964,7.457519488846053,0.007813433320322322,0.20605850875980844,9.347115843953412e-05,0.5729028577909732,0.0018228205249734262,0.012881296859941273,0.9066281893776977,0.8274757871633005,2.2032089991921193,0.3600813307911202,0.1346432383840702
0.9500000000000001,-31.505466834438362,2.829621782185131,140.02915867220946,7.456967834733541,0.005791705917692053,0.20198239284984632,0.0001419871062442277,0.7231526030010733,0.00044480456095106726,0.04399183052718301,0.770672114154109,0.82606651937259,2.20090817737435,0.37096809589154534,0.128206550354601
0.96,-9.0080472511309,2.8271904814051663,140.0296194387922,7.45656628879268,0.0033523261912050935,0.2163004023060495,0.0004453228018325962,0.950488005035603,8.21898520329014e-06,0.49244345037660464,0.511882932515716,0.8050302030576325,2.20170345972651,0.37649279627768667,0.12197026362465452
0.97,21.15181358550279,2.8298539840273653,140.02951445570233,7.4563208912741885,0.000976248751758441,0.3311916960495828,0.0015484817694712426,0.9951237528642354,6.566919431729282e-08,0.9918521025429231,0.31059793093154214,0.6843133890823312,2.2190693821190974,0.3190685375993829,0.11602173266925164
0.98,21.091304245348063,2.8327645446128904,140.02937844229328,7.455978673565515,0.00022517456828708479,0.46213463013814676,0.0021347408933599906,0.9951395355651087,6.019189687705093e-08,0.9929262539254607,0.18838894294739733,0.497830397682727,2.257604817261167,0.20530778989754153,0.11036328620631651
