t,Casp8,Casp8Bid,Bid,Apaf_1,CytcApaf_1,Cytc,Apop,Cytc_mito,Bax_2,tBid_mito,Bax,tBid,tBidBax,Bcl_2,Casp3,Casp3Bcl_2,Casp3Bid,IAP,Casp3IAP,Pro9,ApopPro9,ApopPro9_2,ApopCasp9_2Pro3,ApopCasp9_2,Pro3,Casp9Pro3,Casp9,Casp9IAP,ApopCasp9IAP,ApopCasp9_2IAP,ApopCasp9
0.15,0.0,0.0,0.004000899595119946,0.004041381375517659,0.0,0.0,0.0,0.004041381375517659,0.0,0.0,0.003981008725912943,0.0,0.0,0.0039739733744454196,0.0,0.0,0.0,0.004000899595119946,0.0,0.004041381375517659,0.0,0.0,0.0,0.0,0.004041381375517659,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.00400095953934587,0.0040441388099101685,0.0,0.0,0.0,0.0040441388099101685,0.0,0.0,0.003979752790575424,0.0,0.0,0.0039722486407691,0.0,0.0,0.0,0.00400095953934587,0.0,0.0040441388099101685,0.0,0.0,0.0,0.0,0.0040441388099101685,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.0,0.0,0.004001019479975273,0.004046896078862669,0.0,0.0,0.0,0.004046896078862669,0.0,0.0,0.0039784981151703615,0.0,0.0,0.003970525195152109,0.0,0.0,0.0,0.004001019479975273,0.0,0.004046896078862669,0.0,0.0,0.0,0.0,0.004046896078862669,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.004001079417008345,0.0040496531823839815,0.0,0.0,0.0,0.0040496531823839815,0.0,0.0,0.0039772446984050695,0.0,0.0,0.003968803036300259,0.0,0.0,0.0,0.004001079417008345,0.0,0.0040496531823839815,0.0,0.0,0.0,0.0,0.0040496531823839815,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.0,0.0,0.004001139350445302,0.004052410120484032,0.0,0.0,0.0,0.004052410120484032,0.0,0.0,0.003975992538757545,0.0,0.0,0.003967082162689861,0.0,0.0,0.0,0.004001139350445302,0.0,0.004052410120484032,0.0,0.0,0.0,0.0,0.004052410120484032,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.004001199280286361,0.0040551668931727465,0.0,0.0,0.0,0.0040551668931727465,0.0,0.0,0.003974741634705785,0.0,0.0,0.003965362572797223,0.0,0.0,0.0,0.004001199280286361,0.0,0.0040551668931727465,0.0,0.0,0.0,0.0,0.0040551668931727465,0.0,0.0,0.0,0.0,0.0,0.0
0.21,0.0,0.0,0.004001259206531738,0.0040579235004600525,0.0,0.0,0.0,0.0040579235004600525,0.0,0.0,0.003973491984727788,0.0,0.0,0.003963644265098656,0.0,0.0,0.0,0.004001259206531738,0.0,0.0040579235004600525,0.0,0.0,0.0,0.0,0.0040579235004600525,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.004001319129181647,0.004060679942355876,0.0,0.0,0.0,0.004060679942355876,0.0,0.0,0.00397224358730155,0.0,0.0,0.003961927238070469,0.0,0.0,0.0,0.004001319129181647,0.0,0.004060679942355876,0.0,0.0,0.0,0.0,0.004060679942355876,0.0,0.0,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.004001379048236305,0.004063436218870144,0.0,0.0,0.0,0.004063436218870144,0.0,0.0,0.003970996440905068,0.0,0.0,0.003960211490188973,0.0,0.0,0.0,0.004001379048236305,0.0,0.004063436218870144,0.0,0.0,0.0,0.0,0.004063436218870144,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.004001438963695927,0.0040661923300127824,0.0,0.0,0.0,0.0040661923300127824,0.0,0.0,0.00396975054401634,0.0,0.0,0.003958497019930475,0.0,0.0,0.0,0.004001438963695927,0.0,0.0040661923300127824,0.0,0.0,0.0,0.0,0.0040661923300127824,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.004001498875560731,0.004068948275793719,0.0,0.0,0.0,0.004068948275793719,0.0,0.0,0.003968505895113363,0.0,0.0,0.003956783825771287,0.0,0.0,0.0,0.004001498875560731,0.0,0.004068948275793719,0.0,0.0,0.0,0.0,0.004068948275793719,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0040015587838309295,0.004071704056222878,0.0,0.0,0.0,0.004071704056222878,0.0,0.0,0.003967262492674135,0.0,0.0,0.003955071906187717,0.0,0.0,0.0,0.0040015587838309295,0.0,0.004071704056222878,0.0,0.0,0.0,0.0,0.004071704056222878,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.0,0.0,0.0040016186885067405,0.004074459671310188,0.0,0.0,0.0,0.004074459671310188,0.0,0.0,0.003966020335176652,0.0,0.0,0.003953361259656075,0.0,0.0,0.0,0.0040016186885067405,0.0,0.004074459671310188,0.0,0.0,0.0,0.0,0.004074459671310188,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.00400167858958838,0.004077215121065575,0.0,0.0,0.0,0.004077215121065575,0.0,0.0,0.003964779421098912,0.0,0.0,0.003951651884652671,0.0,0.0,0.0,0.00400167858958838,0.0,0.004077215121065575,0.0,0.0,0.0,0.0,0.004077215121065575,0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.0,0.0,0.004001738487076062,0.004079970405498945,0.0,0.0,0.0,0.004079970405498945,0.0,0.0,0.003963539748999205,0.0,0.0,0.003949943779734111,0.0,0.0,0.0,0.004001738487076062,0.0,0.004079970405498945,0.0,0.0,0.0,0.0,0.004079970405498945,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.004001798380970002,0.004082725524620194,0.0,0.0,0.0,0.004082725524620194,0.0,0.0,0.003962301317481069,0.0,0.0,0.00394823694350225,0.0,0.0,0.0,0.004001798380970002,0.0,0.004082725524620194,0.0,0.0,0.0,0.0,0.004082725524620194,0.0,0.0,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.004001858271270416,0.004085480478439241,0.0,0.0,0.0,0.004085480478439241,0.0,0.0,0.003961064125052389,0.0,0.0,0.003946531374463287,0.0,0.0,0.0,0.004001858271270416,0.0,0.004085480478439241,0.0,0.0,0.0,0.0,0.004085480478439241,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.00400191815797752,0.0040882352669660066,0.0,0.0,0.0,0.0040882352669660066,0.0,0.0,0.003959828170220527,0.0,0.0,0.003944827071122899,0.0,0.0,0.0,0.00400191815797752,0.0,0.0040882352669660066,0.0,0.0,0.0,0.0,0.0040882352669660066,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.0,0.004001978041091528,0.004090989890210408,0.0,0.0,0.0,0.004090989890210408,0.0,0.0,0.003958593451492847,0.0,0.0,0.0039431240319867614,0.0,0.0,0.0,0.004001978041091528,0.0,0.004090989890210408,0.0,0.0,0.0,0.0,0.004090989890210408,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.004002037920612658,0.004093744348182366,0.0,0.0,0.0,0.004093744348182366,0.0,0.0,0.003957359967376711,0.0,0.0,0.003941422255560551,0.0,0.0,0.0,0.004002037920612658,0.0,0.004093744348182366,0.0,0.0,0.0,0.0,0.004093744348182366,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.004002097796541124,0.0040964986408917985,0.0,0.0,0.0,0.0040964986408917985,0.0,0.0,0.003956127716379484,0.0,0.0,0.003939721740349945,0.0,0.0,0.0,0.004002097796541124,0.0,0.0040964986408917985,0.0,0.0,0.0,0.0,0.0040964986408917985,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.004002157668877142,0.004099252768348626,0.0,0.0,0.0,0.004099252768348626,0.0,0.0,0.003954896697008527,0.0,0.0,0.003938022484860619,0.0,0.0,0.0,0.004002157668877142,0.0,0.004099252768348626,0.0,0.0,0.0,0.0,0.004099252768348626,0.0,0.0,0.0,0.0,0.0,0.0
0.37,0.0,0.0,0.0040022175376209276,0.0041020067305627675,0.0,0.0,0.0,0.0041020067305627675,0.0,0.0,0.003953666907771203,0.0,0.0,0.0039363244875982506,0.0,0.0,0.0,0.0040022175376209276,0.0,0.0041020067305627675,0.0,0.0,0.0,0.0,0.0041020067305627675,0.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0040022774027726965,0.004104760527544142,0.0,0.0,0.0,0.004104760527544142,0.0,0.0,0.003952438347174876,0.0,0.0,0.003934627747068515,0.0,0.0,0.0,0.0040022774027726965,0.0,0.004104760527544142,0.0,0.0,0.0,0.0,0.004104760527544142,0.0,0.0,0.0,0.0,0.0,0.0
0.39,0.0,0.0,0.004002337264332665,0.00410751415930267,0.0,0.0,0.0,0.00410751415930267,0.0,0.0,0.003951211013726908,0.0,0.0,0.003932932261777091,0.0,0.0,0.0,0.004002337264332665,0.0,0.00410751415930267,0.0,0.0,0.0,0.0,0.00410751415930267,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.004002397122301047,0.004110267625848268,0.0,0.0,0.0,0.004110267625848268,0.0,0.0,0.003949984905934663,0.0,0.0,0.003931238030229654,0.0,0.0,0.0,0.004002397122301047,0.0,0.004110267625848268,0.0,0.0,0.0,0.0,0.004110267625848268,0.0,0.0,0.0,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.004002456976678051,0.004113020927190414,0.0,0.0,0.0,0.004113020927190414,0.0,0.0,0.00394876002406057,0.0,0.0,0.003929545052687023,0.0,0.0,0.0,0.004002456976678051,0.0,0.004113020927190414,0.0,0.0,0.0,0.0,0.004113020927190414,0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.0,0.0,0.004002516827463911,0.004115774063339986,0.0,0.0,0.0,0.004115774063339986,0.0,0.0,0.003947536362816004,0.0,0.0,0.003927853323858721,0.0,0.0,0.0,0.004002516827463911,0.0,0.004115774063339986,0.0,0.0,0.0,0.0,0.004115774063339986,0.0,0.0,0.0,0.0,0.0,0.0
0.43,0.0,0.0,0.00400257667465883,0.0041185270343062986,0.0,0.0,0.0,0.0041185270343062986,0.0,0.0,0.003946313923103372,0.0,0.0,0.003926162844645575,0.0,0.0,0.0,0.00400257667465883,0.0,0.0041185270343062986,0.0,0.0,0.0,0.0,0.0041185270343062986,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.004002636518263026,0.004121279840099268,0.0,0.0,0.0,0.004121279840099268,0.0,0.0,0.003945092703435251,0.0,0.0,0.003924473613558473,0.0,0.0,0.0,0.004002636518263026,0.0,0.004121279840099268,0.0,0.0,0.0,0.0,0.004121279840099268,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.004002696358276711,0.004124032480728814,0.0,0.0,0.0,0.004124032480728814,0.0,0.0,0.003943872702326567,0.0,0.0,0.003922785629110657,0.0,0.0,0.0,0.004002696358276711,0.0,0.004124032480728814,0.0,0.0,0.0,0.0,0.004124032480728814,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,0.0,0.004002756194700104,0.004126784956204851,0.0,0.0,0.0,0.004126784956204851,0.0,0.0,0.003942653918294601,0.0,0.0,0.003921098889817721,0.0,0.0,0.0,0.004002756194700104,0.0,0.004126784956204851,0.0,0.0,0.0,0.0,0.004126784956204851,0.0,0.0,0.0,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.004002816027533418,0.004129537266537297,0.0,0.0,0.0,0.004129537266537297,0.0,0.0,0.003941436349858985,0.0,0.0,0.003919413394197611,0.0,0.0,0.0,0.004002816027533418,0.0,0.004129537266537297,0.0,0.0,0.0,0.0,0.004129537266537297,0.0,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.004002875856776869,0.004132289411736066,0.0,0.0,0.0,0.004132289411736066,0.0,0.0,0.003940219995541702,0.0,0.0,0.003917729140770625,0.0,0.0,0.0,0.004002875856776869,0.0,0.004132289411736066,0.0,0.0,0.0,0.0,0.004132289411736066,0.0,0.0,0.0,0.0,0.0,0.0
0.49,0.0,0.0,0.004002935682430674,0.004135041391811075,0.0,0.0,0.0,0.004135041391811075,0.0,0.0,0.003939004853867087,0.0,0.0,0.003916046128059412,0.0,0.0,0.0,0.004002935682430674,0.0,0.004135041391811075,0.0,0.0,0.0,0.0,0.004135041391811075,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.004002995504495047,0.004137793206772236,0.0,0.0,0.0,0.004137793206772236,0.0,0.0,0.003937790923361829,0.0,0.0,0.003914364354588975,0.0,0.0,0.0,0.004002995504495047,0.0,0.004137793206772236,0.0,0.0,0.0,0.0,0.004137793206772236,0.0,0.0,0.0,0.0,0.0,0.0
0.51,0.0,0.0,0.004003055322970204,0.004140544856629465,0.0,0.0,0.0,0.004140544856629465,0.0,0.0,0.0039365782025549655,0.0,0.0,0.003912683818886667,0.0,0.0,0.0,0.004003055322970204,0.0,0.004140544856629465,0.0,0.0,0.0,0.0,0.004140544856629465,0.0,0.0,0.0,0.0,0.0,0.0
0.52,0.0,0.0,0.004003115137856361,0.004143296341392673,0.0,0.0,0.0,0.004143296341392673,0.0,0.0,0.003935366689977889,0.0,0.0,0.003911004519482194,0.0,0.0,0.0,0.004003115137856361,0.0,0.004143296341392673,0.0,0.0,0.0,0.0,0.004143296341392673,0.0,0.0,0.0,0.0,0.0,0.0
0.53,0.0,0.0,0.004003174949153732,0.004146047661071755,0.0,0.0,0.0,0.004146047661071755,0.0,0.0,0.003934156384220506,0.0,0.0,0.003909326454963781,0.0,0.0,0.0,0.004003174949153732,0.0,0.004146047661071755,0.0,0.0,0.0,0.0,0.004146047661071755,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.0,0.0,0.0040032347568625315,0.004148798815676505,0.0,0.0,0.0,0.004148798815676505,0.0,0.0,0.00393294728414761,0.0,0.0,0.003907649624194556,0.0,0.0,0.0,0.0040032347568625315,0.0,0.004148798815676505,0.0,0.0,0.0,0.0,0.004148798815676505,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.004003294560982973,0.0041515498052168125,0.0,0.0,0.0,0.0041515498052168125,0.0,0.0,0.003931739388360233,0.0,0.0,0.003905974025773871,0.0,0.0,0.0,0.004003294560982973,0.0,0.0041515498052168125,0.0,0.0,0.0,0.0,0.0041515498052168125,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,0.004003354361515272,0.004154300629702585,0.0,0.0,0.0,0.004154300629702585,0.0,0.0,0.003930532695410215,0.0,0.0,0.00390429965825188,0.0,0.0,0.0,0.004003354361515272,0.0,0.004154300629702585,0.0,0.0,0.0,0.0,0.004154300629702585,0.0,0.0,0.0,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.004003414158459645,0.004157051289143729,0.0,0.0,0.0,0.004157051289143729,0.0,0.0,0.003929327203851838,0.0,0.0,0.0039026265201811817,0.0,0.0,0.0,0.004003414158459645,0.0,0.004157051289143729,0.0,0.0,0.0,0.0,0.004157051289143729,0.0,0.0,0.0,0.0,0.0,0.0
0.58,0.0,0.0,0.004003473951816306,0.004159801783550149,0.0,0.0,0.0,0.004159801783550149,0.0,0.0,0.003928122912241828,0.0,0.0,0.0039009546101168176,0.0,0.0,0.0,0.004003473951816306,0.0,0.004159801783550149,0.0,0.0,0.0,0.0,0.004159801783550149,0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.0,0.004003533741585471,0.004162552112931751,0.0,0.0,0.0,0.004162552112931751,0.0,0.0,0.003926919819139353,0.0,0.0,0.0038992839266162715,0.0,0.0,0.0,0.004003533741585471,0.0,0.004162552112931751,0.0,0.0,0.0,0.0,0.004162552112931751,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.004003593527767356,0.004165302277298439,0.0,0.0,0.0,0.004165302277298439,0.0,0.0,0.003925717923106024,0.0,0.0,0.0038976144682394713,0.0,0.0,0.0,0.004003593527767356,0.0,0.004165302277298439,0.0,0.0,0.0,0.0,0.004165302277298439,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.0,0.0,0.004003653310362175,0.004168052276660117,0.0,0.0,0.0,0.004168052276660117,0.0,0.0,0.003924517222705897,0.0,0.0,0.003895946233548788,0.0,0.0,0.0,0.004003653310362175,0.0,0.004168052276660117,0.0,0.0,0.0,0.0,0.004168052276660117,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.0,0.0,0.004003713089370144,0.004170802111026688,0.0,0.0,0.0,0.004170802111026688,0.0,0.0,0.003923317716505468,0.0,0.0,0.0038942792211090352,0.0,0.0,0.0,0.004003713089370144,0.0,0.004170802111026688,0.0,0.0,0.0,0.0,0.004170802111026688,0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.0,0.0,0.004003772864791478,0.004173551780408054,0.0,0.0,0.0,0.004173551780408054,0.0,0.0,0.003922119403073678,0.0,0.0,0.0038926134294874704,0.0,0.0,0.0,0.004003772864791478,0.0,0.004173551780408054,0.0,0.0,0.0,0.0,0.004173551780408054,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.004003832636626393,0.004176301284814119,0.0,0.0,0.0,0.004176301284814119,0.0,0.0,0.003920922280981912,0.0,0.0,0.0038909488572537935,0.0,0.0,0.0,0.004003832636626393,0.0,0.004176301284814119,0.0,0.0,0.0,0.0,0.004176301284814119,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.004003892404875102,0.004179050624254781,0.0,0.0,0.0,0.004179050624254781,0.0,0.0,0.0039197263488039945,0.0,0.0,0.003889285502980149,0.0,0.0,0.0,0.004003892404875102,0.0,0.004179050624254781,0.0,0.0,0.0,0.0,0.004179050624254781,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.004003952169537824,0.004181799798739943,0.0,0.0,0.0,0.004181799798739943,0.0,0.0,0.003918531605116199,0.0,0.0,0.0038876233652411227,0.0,0.0,0.0,0.004003952169537824,0.0,0.004181799798739943,0.0,0.0,0.0,0.0,0.004181799798739943,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.0,0.00400401193061477,0.004184548808279505,0.0,0.0,0.0,0.004184548808279505,0.0,0.0,0.003917338048497235,0.0,0.0,0.0038859624426137453,0.0,0.0,0.0,0.00400401193061477,0.0,0.004184548808279505,0.0,0.0,0.0,0.0,0.004184548808279505,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0040040716881061585,0.004187297652883365,0.0,0.0,0.0,0.004187297652883365,0.0,0.0,0.003916145677528261,0.0,0.0,0.003884302733677489,0.0,0.0,0.0,0.0040040716881061585,0.0,0.004187297652883365,0.0,0.0,0.0,0.0,0.004187297652883365,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.004004131442012203,0.004190046332561422,0.0,0.0,0.0,0.004190046332561422,0.0,0.0,0.003914954490792876,0.0,0.0,0.003882644237014271,0.0,0.0,0.0,0.004004131442012203,0.0,0.004190046332561422,0.0,0.0,0.0,0.0,0.004190046332561422,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.00400419119233312,0.004192794847323576,0.0,0.0,0.0,0.004192794847323576,0.0,0.0,0.003913764486877121,0.0,0.0,0.00388098695120845,0.0,0.0,0.0,0.00400419119233312,0.0,0.004192794847323576,0.0,0.0,0.0,0.0,0.004192794847323576,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.0,0.0,0.004004250939069123,0.0041955431971797226,0.0,0.0,0.0,0.0041955431971797226,0.0,0.0,0.003912575664369482,0.0,0.0,0.0038793308748468294,0.0,0.0,0.0,0.004004250939069123,0.0,0.0041955431971797226,0.0,0.0,0.0,0.0,0.0041955431971797226,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.004004310682220428,0.004198291382139759,0.0,0.0,0.0,0.004198291382139759,0.0,0.0,0.003911388021860888,0.0,0.0,0.0038776760065186546,0.0,0.0,0.0,0.004004310682220428,0.0,0.004198291382139759,0.0,0.0,0.0,0.0,0.004198291382139759,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,0.00400437042178725,0.004201039402213582,0.0,0.0,0.0,0.004201039402213582,0.0,0.0,0.00391020155794471,0.0,0.0,0.0038760223448156142,0.0,0.0,0.0,0.00400437042178725,0.0,0.004201039402213582,0.0,0.0,0.0,0.0,0.004201039402213582,0.0,0.0,0.0,0.0,0.0,0.0
0.74,0.0,0.0,0.004004430157769805,0.004203787257411086,0.0,0.0,0.0,0.004203787257411086,0.0,0.0,0.003909016271216762,0.0,0.0,0.0038743698883318416,0.0,0.0,0.0,0.004004430157769805,0.0,0.004203787257411086,0.0,0.0,0.0,0.0,0.004203787257411086,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.004004489890168306,0.004206534947742168,0.0,0.0,0.0,0.004206534947742168,0.0,0.0,0.003907832160275303,0.0,0.0,0.003872718635663911,0.0,0.0,0.0,0.004004489890168306,0.0,0.004206534947742168,0.0,0.0,0.0,0.0,0.004206534947742168,0.0,0.0,0.0,0.0,0.0,0.0
0.76,0.0,0.0,0.00400454961898297,0.004209282473216721,0.0,0.0,0.0,0.004209282473216721,0.0,0.0,0.003906649223721034,0.0,0.0,0.0038710685854108423,0.0,0.0,0.0,0.00400454961898297,0.0,0.004209282473216721,0.0,0.0,0.0,0.0,0.004209282473216721,0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.0,0.0,0.0040046093442140124,0.004212029833844639,0.0,0.0,0.0,0.004212029833844639,0.0,0.0,0.0039054674601570966,0.0,0.0,0.0038694197361740963,0.0,0.0,0.0,0.0040046093442140124,0.0,0.004212029833844639,0.0,0.0,0.0,0.0,0.004212029833844639,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.0,0.0,0.004004669065861647,0.004214777029635815,0.0,0.0,0.0,0.004214777029635815,0.0,0.0,0.0039042868681890795,0.0,0.0,0.0038677720865575777,0.0,0.0,0.0,0.004004669065861647,0.0,0.004214777029635815,0.0,0.0,0.0,0.0,0.004214777029635815,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.0,0.0,0.004004728783926089,0.0042175240606001415,0.0,0.0,0.0,0.0042175240606001415,0.0,0.0,0.0039031074464250123,0.0,0.0,0.0038661256351676357,0.0,0.0,0.0,0.004004728783926089,0.0,0.0042175240606001415,0.0,0.0,0.0,0.0,0.0042175240606001415,0.0,0.0,0.0,0.0,0.0,0.0
