t,Vv,Vm,H
0.73,1.2036266187297644,-8.606194039204672,14.169427909389617
0.74,1.210181280716305,-8.626175685864832,14.157211437464472
0.75,1.2166950965367334,-8.646071714842664,14.14500170991199
0.76,1.223168403489582,-8.665882498811852,14.132798767832996
0.77,1.229601531570705,-8.685608398201806,14.120602651651884
0.78,1.235994803718164,-8.70524976157771,14.10841340113597
0.79,1.2423485360568316,-8.724806926012185,14.09623105541543
0.8,1.2486630380054222,-8.744280217306715,14.084055652986706
0.81,1.25493861241688,-8.763669950248852,14.071887231720286
0.8200000000000001,1.2611755558224003,-8.782976428972741,14.05972582888187
0.8300000000000001,1.2673741586071923,-8.80219994724228,14.047571481145557
0.84,1.2735347050432424,-8.821340788589728,14.035424224589207
0.85,1.2796574735466015,-8.840399226677663,14.023284094718546
0.86,1.285742736848549,-8.859375525566994,14.0111511264809
0.87,1.2917907619977893,-8.878269939821852,13.999025354257471
0.88,1.297801810637585,-8.897082714875703,13.98690681189125
0.89,1.3037761390997058,-8.915814087217123,13.974795532691774
0.9,1.3097139984476853,-8.934464284530984,13.962691549433426
0.91,1.3156156347680903,-8.953033526059956,13.95059489438644
0.92,1.321481289121063,-8.971522022657089,13.9385055993036
0.93,1.3273111977573753,-8.989929977074324,13.926423695442152
0.9400000000000001,1.333105592240099,-9.008257584160717,13.914349213573525
0.9500000000000001,1.3388646994525069,-9.02650503096549,13.902282183978093
0.96,1.3445887418685778,-9.044672497054604,13.890222636475244
0.97,1.35027793746652,-9.062760154535189,13.878170600405905
0.98,1.3559325000217606,-9.080768168379864,13.866126104666256
0.99,1.3615526390262744,-9.098696696456258,13.854089177691298
1.0,1.3671385599442116,-9.116545889811594,13.842059847484142
1.01,1.3726904641618307,-9.134315892726423,13.830038141603973
1.02,1.3782085492072027,-9.152006842962026,13.81802408719101
1.03,1.383693008713714,-9.169618871825095,13.806017710956592
1.04,1.389144032629942,-9.187152104398654,13.794019039207308
1.05,1.3945618071701253,-9.20460665959793,13.782028097833487
1.06,1.399946515036125,-9.22198265039948,13.77004491233554
1.07,1.405298335345629,-9.239280183883881,13.758069507809518
1.08,1.4106174438585766,-9.256499361457585,13.746101908974563
1.09,1.4159040129133238,-9.273640278901905,13.73414214015981
1.1,1.4211582116030894,-9.29070302655752,13.722190225325198
1.11,1.4263802057986117,-9.307687689419158,13.710246188060824
1.12,1.431570158192173,-9.32459434724451,13.698310051589312
1.1300000000000001,1.4367282284448426,-9.34142307470848,13.686381838783156
1.1400000000000001,1.441854573149068,-9.358173941469547,13.674461572155755
1.1500000000000001,1.446949345969404,-9.374847012316193,13.662549273878108
1.16,1.452012703004987,-9.391442358634151,13.650644967419586
1.17,1.4570447861051368,-9.407960032599577,13.63874867427025
1.18,1.4620457355142942,-9.424400062699466,13.626860413495283
1.19,1.4670156896218145,-9.440762482365828,13.614980203086851
1.2,1.4719548050426827,-9.457047366712903,13.603108066424753
1.21,1.4768632172851366,-9.473254756694866,13.591244024497707
1.22,1.4817410564925375,-9.489384683542418,13.579388097093778
1.23,1.4865884523491986,-9.50543717101674,13.567540303588176
1.24,1.49140553442387,-9.521412242024763,13.555700663257609
1.25,1.4961924311328951,-9.53730991695964,13.543869195139846
1.26,1.5009492672010927,-9.55313021390849,13.532045917800628
1.27,1.5056761657127566,-9.568873148118923,13.520230849709183
1.28,1.5103732474135887,-9.584538731654543,13.508424009044425
1.29,1.515040628892797,-9.600126968338163,13.496625413491687
1.3,1.5196784280787383,-9.615637865517856,13.484835080905471
1.31,1.5242867584093949,-9.631071422073683,13.473053028595334
1.32,1.5288657296715729,-9.646427632353719,13.461279273473108
1.33,1.5334154511247589,-9.661706488518565,13.449513832258305
1.34,1.5379360319152944,-9.676907980736603,13.437756721503721
1.35,1.5424275758903154,-9.692032092986757,13.42600795726496
1.36,1.5468901883041302,-9.707078813279752,13.414267555694298
1.37,1.551323970496809,-9.722048121433827,13.402535532423768
1.3800000000000001,1.5557290221773366,-9.736939995891525,13.39081190301546
1.3900000000000001,1.5601054413250346,-9.751754412437938,13.37909668274013
1.4000000000000001,1.564453324373985,-9.766491342374309,13.367389886632788
1.41,1.5687727657380648,-9.781150754582816,13.355691529499948
1.42,1.5730638575806426,-9.79573261666967,13.344001625915071
1.43,1.5773266903520073,-9.810236892532043,13.332320190215862
1.44,1.5815613526005594,-9.824663543212855,13.320647236505208
1.45,1.585767934506051,-9.839012529285124,13.308982778759585
1.46,1.589946521321523,-9.85328380642635,13.297326830627867
1.47,1.5940971962495585,-9.867477327359529,13.28567940551955
1.48,1.5982200414032148,-9.881593042501601,13.274040516634255
1.49,1.602315137117338,-9.895630899498716,13.262410176940577
1.5,1.6063825681423751,-9.90959085597545,13.250788399618202
1.51,1.6104224097685425,-9.923472850973068,13.23917519706747
1.52,1.6144347383140298,-9.937276826538234,13.227570581658009
1.53,1.6184196285590207,-9.951002722441253,13.215974565545576
1.54,1.6223771543973118,-9.964650477522623,13.204387160749
1.55,1.6263073918426858,-9.978220035903027,13.192808379489957
1.56,1.6302104097123413,-9.99171132773897,13.181238233140034
1.57,1.634086277511347,-10.00512428550895,13.169676733111809
1.58,1.637935063261957,-10.01845883952968,13.158123890613524
1.59,1.641756834538002,-10.031714920063472,13.146579716785984
1.6,1.64555166003134,-10.044892460509608,13.135044222909846
1.61,1.6493196020322334,-10.057991382084445,13.12351741941049
1.62,1.6530607237346282,-10.071011608704621,13.111999316824793
1.6300000000000001,1.6567750869045224,-10.083953062236771,13.100489925492552
1.6400000000000001,1.660462754172453,-10.096815666336196,13.088989255793631
1.6500000000000001,1.6641237862534657,-10.109599341810481,13.077497317861875
1.6600000000000001,1.6677582407535902,-10.122304004633802,13.066014121462672
1.67,1.671366175251982,-10.134929571104943,13.05453967631154
1.68,1.6749476462373256,-10.147475956078688,13.043073991965095
1.69,1.6785027091392624,-10.159943073063383,13.031617077825965
1.7,1.6820314174968354,-10.172330836943498,13.020168943171187
1.71,1.6855338249848726,-10.184639158008943,13.0087295971029
1.72,1.6890099838860757,-10.196867946795814,12.997299048595655
1.73,1.6924599455458136,-10.209017112896149,12.985877306489837
1.74,1.695883760408065,-10.221086565041754,12.974464379496462
1.75,1.699281477451329,-10.233076206948379,12.963060276052932
1.76,1.7026531444656527,-10.244985939102989,12.951665004387722
1.77,1.705998809539382,-10.256815669098588,12.940278572885582
1.78,1.709318519398308,-10.268565299728966,12.928900989670836
1.79,1.7126123199643029,-10.28023473276574,12.917532262742034
1.8,1.7158802563852102,-10.291823868999414,12.906172399975238
1.81,1.719122369122793,-10.303332614102747,12.89482140880393
1.82,1.7223387019508027,-10.314760866902676,12.883479296876029
1.83,1.7255292970825309,-10.326108526662207,12.872146071655001
1.84,1.7286941954130697,-10.3373754928078,12.860821740440574
1.85,1.7318334369691022,-10.348561664350227,12.849506310406488
1.86,1.7349470607297333,-10.359666933195433,12.838199788582818
1.87,1.738035104392053,-10.3706911755072,12.826902181832645
1.8800000000000001,1.7410976055776273,-10.381634293862351,12.815613496975757
1.8900000000000001,1.7441346007289886,-10.392496177978725,12.80433374067665
1.9000000000000001,1.7471461254411067,-10.40327671602604,12.793062919478954
1.9100000000000001,1.7501322144707823,-10.413975794583546,12.781801039806979
1.92,1.7530929058160698,-10.424593334567522,12.770548107972965
1.93,1.7560282383502428,-10.435129278269658,12.759304130186543
1.94,1.7589382346815217,-10.445583444936718,12.748069112550544
1.95,1.7618229267948995,-10.455955708399152,12.736843061055943
1.96,1.7646823483312015,-10.466245973435273,12.725625981586106
1.97,1.767516531174538,-10.476454140172125,12.714417879901522
1.98,1.7703255041892731,-10.486580085656763,12.70321876163685
1.99,1.7731092996848088,-10.496623725802452,12.692028632389354
2.0,1.7758679431455289,-10.50658492097314,12.68084749750136
2.0100000000000002,1.7786014649454807,-10.516463571144614,12.66967536250996
2.02,1.7813098899058932,-10.526259553173043,12.658512232475703
2.0300000000000002,1.7839932463748656,-10.535972754719902,12.647358112805195
2.04,1.7866515587640595,-10.545603062136882,12.63621300831861
2.05,1.7892848539478587,-10.555150360527676,12.62507692423934
2.06,1.7918931532072193,-10.564614534413604,12.61394986473009
2.07,1.7944764839802534,-10.573995469435648,12.602831835141451
2.08,1.797034871666901,-10.583293050864164,12.591722840430789
2.09,1.799568335668543,-10.592507162511307,12.580622884737329
2.1,1.8020768969914147,-10.601637688579363,12.56953197241918
2.11,1.8045605815301775,-10.610684514458942,12.558450108501184
2.12,1.8070194108508832,-10.619647524087341,12.547377297406209
2.13,1.8094533982730285,-10.628526597619407,12.536313542380944
2.14,1.8118625694784796,-10.63732162088024,12.525258848435275
2.15,1.814246945788021,-10.646032477694638,12.514213219957082
2.16,1.8166065390684363,-10.654659049455622,12.503176659903863
2.17,1.8189413725870847,-10.663201220488697,12.492149172958017
2.18,1.8212514642663282,-10.67165887374451,12.481130762993244
2.19,1.8235368298580137,-10.680031892946262,12.470121433693112
2.2,1.8257974809454716,-10.688320161870996,12.459121188227492
2.21,1.828033438124946,-10.69652356361367,12.448130030818177
2.22,1.830244716809435,-10.704641981379753,12.437147965052738
2.23,1.8324313315293363,-10.7126752982451,12.426174994395327
2.24,1.834593301820341,-10.720623393307877,12.415211122301196
2.25,1.8367306469166078,-10.72848614515687,12.404256352113489
2.2600000000000002,1.8388433775592194,-10.736263437225166,12.393310686903904
2.27,1.840931507809521,-10.74395515006942,12.382374129702475
2.2800000000000002,1.842995051173703,-10.751561163902677,12.371446683422183
2.29,1.8450340107037437,-10.759081383032164,12.360528351325994
2.3000000000000003,1.8470483897072365,-10.766515709419952,12.349619136521572
2.31,1.8490381976282702,-10.773864028164827,12.33871904168383
2.32,1.851003438663301,-10.78112623560628,12.32782806959202
2.33,1.8529441370519553,-10.788302178924527,12.316946223187413
2.34,1.8548603046265466,-10.795391733181033,12.306073505217615
2.35,1.856751954856857,-10.802394769284506,12.295209918382728
2.36,1.8586191105921497,-10.80931115819652,12.284355465286048
2.37,1.8604617907272258,-10.81614075952405,12.27351014854371
2.38,1.8622800119000569,-10.822883465980834,12.262673970696365
2.39,1.8640737236688396,-10.82953939996132,12.251846934173384
2.4,1.8658429387410063,-10.83610824857973,12.241029041342198
2.41,1.867587684987677,-10.842589885369623,12.230220294542645
2.42,1.8693079685694356,-10.848984235489107,12.21942069606518
2.43,1.8710037942022393,-10.855291190524609,12.208630248145713
2.44,1.8726751679091522,-10.861510631155138,12.19784895293376
2.45,1.874322095259218,-10.867642443197273,12.187076812589465
2.46,1.875944581105981,-10.873686517193894,12.1763138291712
2.47,1.8775426305106868,-10.879642742146196,12.165560004760092
2.48,1.8791162472109666,-10.885511009008484,12.154815341297816
2.49,1.8806654355671444,-10.891291207803842,12.144079840791823
2.5,1.8821901983516873,-10.896983229474722,12.13335350506548
2.5100000000000002,1.8836905392943015,-10.902586964474382,12.12263633605167
2.52,1.8851664588149661,-10.908102306206464,12.111928335186212
2.5300000000000002,1.8866179614574652,-10.913529144358096,12.101229504531904
2.54,1.8880450503274226,-10.918867369909131,12.090539845933536
2.5500000000000003,1.889447726930562,-10.924116876257589,12.079859361070083
2.56,1.8908259877879336,-10.929277564335564,12.069188051103925
2.57,1.8921798379561043,-10.934349322174159,12.058525918082038
2.58,1.8935092792982757,-10.939332042631081,12.04787296372045
2.59,1.8948143099644303,-10.944225624122666,12.037229189338719
2.6,1.896094926973942,-10.949029966757745,12.026594596135697
2.61,1.89735113354503,-10.953744961365592,12.015969185972084
2.62,1.8985829301682895,-10.958370502858681,12.005352960417351
2.63,1.8997903103831113,-10.962906497491195,11.994745920290537
2.64,1.900973276454725,-10.967352837280085,11.984148067352695
2.65,1.9021318261284215,-10.971709421617115,11.973559402876923
2.66,1.9032659591302343,-10.975976146662234,11.96297992835015
2.67,1.9043756659051139,-10.9801529267115,11.952409644340944
2.68,1.9054609484206178,-10.984239653284527,11.941848552550772
2.69,1.9065218044686187,-10.988236225996756,11.931296654266125
2.7,1.90755823090895,-10.992142546180503,11.920753950678359
2.71,1.9085702241276115,-10.99595851598385,11.91022044292886
2.72,1.909557780036769,-10.999684038370638,11.899696132109062
2.73,1.910520892865773,-11.00331902565605,11.889181019482496
2.74,1.9114595577049958,-11.006863381546783,11.878675106017546
2.75,1.9123737690412024,-11.01031701148152,11.868178392656471
2.7600000000000002,1.9132635206542914,-11.013679823359954,11.857690880334369
2.77,1.9141288058297237,-11.01695172604301,11.847212569940158
2.7800000000000002,1.9149696173585231,-11.020132629352846,11.836743462316585
2.79,1.915785952865736,-11.023222435884989,11.826283558777735
2.8000000000000003,1.916577806031454,-11.026221054498365,11.815832860256387
2.81,1.9173451680780007,-11.029128398030041,11.805391367448461
2.82,1.9180880316535347,-11.031944377327575,11.794959081190196
2.83,1.9188063890986518,-11.0346689039126,11.78453600228981
2.84,1.9195002351395092,-11.037301887970992,11.774122131781445
2.85,1.920169563296181,-11.039843241033259,11.763717470586485
2.86,1.9208143646745162,-11.042292876876145,11.753322019399638
2.87,1.9214346314748172,-11.044650708904172,11.742935779019787
2.88,1.9220303557018577,-11.04691665111233,11.732558750228353
2.89,1.922601525740457,-11.049090627135534,11.722190933860077
2.9,1.923148129467836,-11.051172562023842,11.711832330738678
2.91,1.9236701591578853,-11.053162369282349,11.701482941575504
2.92,1.9241676043656923,-11.055059969674671,11.69114276711659
2.93,1.9246404542778106,-11.05686528501208,11.680811808094083
2.94,1.925088696783629,-11.058578238053032,11.670490065255567
2.95,1.9255123187549554,-11.060198752533426,11.660177539355237
2.96,1.9259113086815727,-11.061726753451719,11.649874231070665
2.97,1.9262856537137278,-11.063162166748981,11.639580141096205
2.98,1.9266353405742607,-11.06450491940756,11.629295270114179
2.99,1.9269603588266027,-11.06575493167868,11.619019618830338
3.0,1.9272607029732503,-11.066912112091556,11.608753187996646
3.0100000000000002,1.9275363560566943,-11.067976396455958,11.598495978233316
3.02,1.927787305672232,-11.0689477097783,11.588247990202575
3.0300000000000002,1.9280135392607336,-11.069825977457045,11.578009224557585
3.04,1.9282150442969606,-11.070611128095859,11.56777968197601
3.0500000000000003,1.928391808724096,-11.071303099994616,11.557559363237479
3.06,1.9285438192844238,-11.071901816213002,11.547348268926012
3.0700000000000003,1.9286710630115835,-11.072407206861909,11.537146399696022
3.08,1.9287735268072532,-11.07281920277988,11.52695375619687
3.09,1.9288511962204158,-11.073137741909989,11.516770339076087
3.1,1.9289040349511033,-11.073362866838757,11.506596149041341
3.11,1.9289320332727535,-11.073494411735835,11.49643118679084
3.12,1.9289351817455938,-11.073532294390601,11.486275453016065
3.13,1.9289134608160456,-11.073476464493394,11.476128948664492
3.14,1.9288668618888782,-11.073326891382916,11.465991674177454
3.15,1.928795357748457,-11.073083482349219,11.455863630633331
3.16,1.9286989497553,-11.072746241912311,11.445744817966492
3.17,1.928577595911038,-11.072315028236044,11.435635237789356
3.18,1.9284313021981343,-11.071789867413626,11.425534889745363
3.19,1.9282600378826866,-11.071170660092536,11.415443774918783
3.2,1.9280637850740354,-11.07045734869438,11.405361894093911
3.21,1.927842524680312,-11.069649872795258,11.395289248125401
3.22,1.9275962355420997,-11.068748170881708,11.385225837864917
3.23,1.927324902496879,-11.067752209684434,11.375171664040035
3.24,1.927028504608791,-11.066661928367502,11.365126727501053
3.25,1.9267070230070928,-11.065477285307308,11.355091029008932
3.2600000000000002,1.9263604380268124,-11.06419822876398,11.34506456939062
3.27,1.925988727436861,-11.062824713109915,11.335047349529157
3.2800000000000002,1.9255918729196009,-11.061356688308743,11.325039370202148
3.29,1.925169854778739,-11.059794105877241,11.315040632224342
3.3000000000000003,1.9247226476726667,-11.058136924570812,11.305051136601408
3.31,1.92425023046771,-11.056385097749288,11.295070884196704
3.3200000000000003,1.9237525832765898,-11.05453857717434,11.285099875831438
3.33,1.9232296834095055,-11.05259732021812,11.275138112459722
3.34,1.9226815049900818,-11.050561292372825,11.265185595219688
3.35,1.9221080279778715,-11.04843044425952,11.25524232491245
3.36,1.921509230158249,-11.046204732039516,11.245308302464679
3.37,1.920885083575191,-11.0438841304685,11.235383529210253
3.38,1.920235567724923,-11.04146859016694,11.225468005954502
3.39,1.9195606583871572,-11.038958073791783,11.215561733766346
3.4,1.9188603302688017,-11.03635254638527,11.205664713813416
3.41,1.918134556567572,-11.033651977319773,11.195776947381953
3.42,1.9173833146073684,-11.030856324663262,11.185898435422803
3.43,1.9166065791775075,-11.027965553658623,11.17602917908804
3.44,1.9158043246190475,-11.02497963093547,11.166169179562878
3.45,1.9149765236859573,-11.021898526737067,11.156318438113132
3.46,1.9141231472868003,-11.01872221542548,11.146476956095976
3.47,1.9132441691015922,-11.015450666453452,11.136644734767566
3.48,1.9123395608686307,-11.012083853580853,11.126821775479431
3.49,1.9114092937925256,-11.008621752121329,11.117008079619804
3.5,1.9104533405058404,-11.005064330877303,11.10720364859824
3.5100000000000002,1.9094716777151977,-11.001411541260934,11.097408483824864
3.52,1.9084642731662378,-10.997663370885675,11.08762258681259
3.5300000000000002,1.9074310977573672,-10.993819793762457,11.077845959082119
3.54,1.9063721220478638,-10.989880784656089,11.068078602189338
3.5500000000000003,1.9052873159999935,-10.98584632083796,11.058320517727028
3.56,1.904176648110432,-10.981716387989428,11.04857170733066
3.5700000000000003,1.9030400883255594,-10.97749096038776,11.038832172658957
3.58,1.9018776055047766,-10.973170018146917,11.029101915410797
3.59,1.9006891681315083,-10.968753542385166,11.019380937320488
3.6,1.8994747443679152,-10.964241513661355,11.009669240172576
3.61,1.8982343024973138,-10.959633899329967,10.99996682592164
3.62,1.8969678097101825,-10.954930688238617,10.990273696363571
3.63,1.8956752331100655,-10.95013186197804,10.980589853407956
3.64,1.8943565394379542,-10.945237402759602,10.970915299003428
3.65,1.8930116949612887,-10.94024729386639,10.9612500351447
3.66,1.8916406619316777,-10.935161534048795,10.951594064096135
3.67,1.8902434071471317,-10.929980102728182,10.941947387851299
3.68,1.8888198951216653,-10.924702987755161,10.932310008564091
3.69,1.8873700899219328,-10.919330177945623,10.92268192843283
3.7,1.8858939551672276,-10.913861663080743,10.913063149700243
3.71,1.8843914539854563,-10.908297426145019,10.903453674890407
3.72,1.8828625491120003,-10.902637460755892,10.8938535062767
3.73,1.881307202816202,-10.896881758203035,10.884262646277437
3.74,1.8797253769177094,-10.891030310329972,10.874681097367896
3.75,1.8781170327877974,-10.885083109767043,10.865108862073221
3.7600000000000002,1.8764821330063217,-10.87904014125516,10.855545943168641
3.77,1.874820637865576,-10.87290139995254,10.845992343256999
3.7800000000000002,1.8731325076145717,-10.866666879683052,10.836448065039939
3.79,1.8714177022573015,-10.860336573992573,10.826913111293546
3.8000000000000003,1.8696761813920086,-10.85391047699061,10.817387484848913
3.81,1.86790789865399,-10.847388590098747,10.807871188828855
3.8200000000000003,1.8661128132461398,-10.840770908048402,10.798364226156759
3.83,1.8642908835530168,-10.83405742663565,10.78886659982859
3.84,1.8624420664169752,-10.827248143600272,10.779378312943743
3.85,1.8605663181750123,-10.820343057366639,10.769899368660857
3.86,1.8586635946587675,-10.813342167043713,10.760429770197822
3.87,1.8567338511057738,-10.806245462518936,10.75096952114712
3.88,1.8547770423338248,-10.79905294392093,10.741518624856273
3.89,1.8527931226626824,-10.791764612880463,10.732077084706036
3.9,1.8507820458831037,-10.784380469073461,10.722644904220436
3.91,1.8487437652787713,-10.776900512668698,10.71322208698885
3.92,1.8466782336262924,-10.769324744327795,10.703808636666018
3.93,1.8445853997943442,-10.76165316836863,10.694404557316677
3.94,1.8424652149989869,-10.753885786946768,10.685009852781644
3.95,1.8403176308362121,-10.746022601885548,10.67562452687721
3.96,1.8381425972492955,-10.738063616566809,10.666248583601119
3.97,1.8359400636030394,-10.730008834931652,10.656882027023707
3.98,1.833709978683775,-10.721858261480442,10.647524861287902
3.99,1.831452288997048,-10.7136118931704,10.638177090945847
4.0,1.8291669416535812,-10.705269733151756,10.628838720388213
4.01,1.8268538839779906,-10.696831788905367,10.619509753921582
4.0200000000000005,1.8245130620053962,-10.688298065087135,10.610190196065723
4.03,1.8221444211534923,-10.679668566726816,10.600880051420708
4.04,1.819747906222545,-10.670943299228009,10.591579324666894
4.05,1.8173234591574212,-10.66212226395176,10.582288020886045
4.0600000000000005,1.8148710224674893,-10.65320546496538,10.573006145070638
4.07,1.8123905396177222,-10.644192909814233,10.563733702067736
4.08,1.8098819523111431,-10.635084604158944,10.554470696968925
4.09,1.8073452015772056,-10.625880553923189,10.54521713495413
4.1,1.8047802277717924,-10.616580765293705,10.535973021291635
4.11,1.8021869683591487,-10.607185240978554,10.526738361646805
4.12,1.7995653608654925,-10.597693985189665,10.51751316167097
4.13,1.7969153443210657,-10.588107006075475,10.508297426800718
4.14,1.794236855704063,-10.578424309722083,10.499091162752853
4.15,1.7915298312576957,-10.56864590237504,10.489894375341079
4.16,1.7887942064901943,-10.558771790439366,10.480707070475999
4.17,1.786029913815283,-10.548801975644334,10.471529254464805
4.18,1.7832368851411862,-10.538736460348943,10.462360933682445
4.19,1.7804150547418796,-10.52857525342575,10.45320211420692
4.2,1.7775643543804993,-10.518318360267635,10.444052802438696
4.21,1.774684715012526,-10.507965786278017,10.434913004884363
4.22,1.7717760667857843,-10.497517536870845,10.42578272815664
4.23,1.768838337319895,-10.486973614070763,10.416661979188737
4.24,1.7658714507912698,-10.476334014705039,10.407550765348338
4.25,1.76287533736515,-10.465598749041474,10.398449093262515
4.26,1.7598499229576978,-10.454767820558082,10.389356970093218
4.2700000000000005,1.7567951326447269,-10.443841232678801,10.380274403112601
4.28,1.7537108906483958,-10.432818988747215,10.371201399704676
4.29,1.750597117826546,-10.421701087196201,10.36213796764677
4.3,1.7474537329275226,-10.410487523961079,10.353084114969107
4.3100000000000005,1.744280659231449,-10.39917830525442,10.3440398492109
4.32,1.7410778162351823,-10.387773431570096,10.335005178352112
4.33,1.7378451223530051,-10.376272902877766,10.32598011051106
4.34,1.7345824948937933,-10.364676718578261,10.316964653947112
4.3500000000000005,1.731289850038181,-10.352984877458967,10.307958817063442
4.36,1.727967102742677,-10.341197377571675,10.298962608435085
4.37,1.724614165899845,-10.329314215320956,10.289976037095169
4.38,1.7212309525861975,-10.317335387829296,10.280999111749681
4.39,1.717817374074257,-10.305260890807052,10.272031841462098
4.4,1.7143733403705692,-10.29309071910302,10.26307423546149
4.41,1.7108987601914607,-10.280824866658318,10.254126303145746
4.42,1.7073935409387948,-10.268463326460264,10.245188054084775
4.43,1.7038575886757297,-10.256006090496264,10.236259498023724
4.44,1.700290805814543,-10.24345314391789,10.227340644669066
4.45,1.696693095736542,-10.230804476747187,10.218431504132552
4.46,1.6930643603895335,-10.218060077812089,10.20953208670872
4.47,1.6894044996951578,-10.20521993326187,10.200642402824167
4.48,1.685713412042068,-10.192284027830402,10.191762463089866
4.49,1.6819909942574913,-10.179252344779425,10.182892278303976
4.5,1.678237141578786,-10.166124865841795,10.174031859454672
4.51,1.6744517500977678,-10.152901577657465,10.16518121762584
4.5200000000000005,1.6706347152652412,-10.139582467864795,10.156340364057506
4.53,1.6667859265771854,-10.126167511166043,10.147509310356224
4.54,1.6629052742092927,-10.112656686765558,10.138688068236215
4.55,1.6589926468617913,-10.09904997272888,10.129876649605713
4.5600000000000005,1.6550479317486313,-10.085347345972286,10.121075066569082
4.57,1.6510710130584885,-10.071548776622357,10.11228333146444
4.58,1.6470617722086118,-10.057654228980564,10.103501456859625
