t,P,c,h
0.49,0.34722388342764315,0.5582249149640109,0.7058085506354795
0.5,0.35421616133896167,0.5622806123030165,0.7011126642461695
0.51,0.36120538963916227,0.5662767586905914,0.6964793332627691
0.52,0.3681916008769236,0.5702138430093914,0.6919086257099786
0.53,0.3751748270720948,0.5740923682105599,0.6874005633964066
0.54,0.38215509971595407,0.577912850027595,0.6829551263911534
0.55,0.3891324497961882,0.5816758167936004,0.6785722510476695
0.56,0.39610690780761176,0.5853818086271093,0.6742518317334645
0.5700000000000001,0.4030785037534292,0.5890313764586063,0.6699937241882247
0.58,0.41004726715973955,0.5926250813289761,0.6657977464455352
0.59,0.4170132270920493,0.5961634937246386,0.6616636793997592
0.6,0.42397641215983145,0.5996471928178994,0.6575912691244917
0.61,0.43093685052005465,0.6030767658025332,0.6535802290400426
0.62,0.43789456989821735,0.6064528070199479,0.6496302405327853
0.63,0.4448495975936358,0.6097759173184262,0.6457409548358722
0.64,0.4518019604756497,0.6130467038576997,0.6419119947251851
0.65,0.4587516850098689,0.6162657787401751,0.638142955947126
0.66,0.4656987972661114,0.6194337583602126,0.6344334088011804
0.67,0.47264332292617,0.6225512627601224,0.6307828997239285
0.68,0.4795852872904346,0.6256189150812641,0.6271909527391646
0.6900000000000001,0.48652471525165975,0.6286373428077658,0.6236570697446914
0.7000000000000001,0.49346163134286913,0.631607174965197,0.6201807334241588
0.71,0.5003960597439816,0.6345290415714409,0.6167614086973319
0.72,0.5073280242841033,0.6374035733240838,0.613398544016869
0.73,0.5142575484480687,0.6402314011241662,0.6100915726149044
0.74,0.5211846553541452,0.6430131581005836,0.6068399100021418
0.75,0.5281093677926696,0.6457494763506471,0.6036429593853384
0.76,0.5350317082347024,0.6484409862807413,0.6005001131882727
0.77,0.5419516988333107,0.6510883165860138,0.5974107536150526
0.78,0.5488693614298468,0.6536920938276524,0.5943742537696547
0.79,0.5557847175351621,0.6562529447634516,0.5913899737646187
0.8,0.5626977883604285,0.658771493229136,0.5884572667470832
0.81,0.5696085948273534,0.6612483592830084,0.5855754808056853
0.8200000000000001,0.5765171575686329,0.6636841594232529,0.5827439589252865
0.8300000000000001,0.5834234969338661,0.6660795062173223,0.5799620399935049
0.84,0.590327632974243,0.668435010597623,0.5772290544559764
0.85,0.5972295854664759,0.6707512792278951,0.5745443298647552
0.86,0.6041293739241268,0.6730289134526524,0.5719071932495028
0.87,0.6110270175974858,0.675268509684904,0.5693169706020402
0.88,0.6179225354790573,0.6774706590936334,0.5667729877589689
0.89,0.6248159462912193,0.6796359497170703,0.5642745661021299
0.9,0.6317072685044732,0.6817649644135532,0.561821027151114
0.91,0.6385965203495483,0.68385827964866,0.5594116953692677
0.92,0.6454837198168177,0.6859164660086564,0.5570458972818171
0.93,0.6523688846613306,0.6879400879503392,0.5547229622227204
0.9400000000000001,0.659252032393041,0.6899297055913873,0.5524422185309464
0.9500000000000001,0.6661331802903425,0.6918858732880186,0.5502029969114406
0.96,0.6730123454126719,0.6938091383408888,0.5480046335101022
0.97,0.6798895445995691,0.695700041568135,0.5458464688247991
0.98,0.6867647944752481,0.6975591171184078,0.5437278483105092
0.99,0.6936381114410406,0.6993868939155785,0.5416481192112761
1.0,0.7005095116850231,0.7011838947915479,0.539606632738337
1.01,0.7073790111948992,0.7029506351810518,0.5376027472611113
1.02,0.7142466257567879,0.704687623712769,0.535635827113075
1.03,0.7211123709593455,0.7063953620826515,0.533705243057321
1.04,0.7279762621881057,0.7080743461677463,0.5318103697853043
1.05,0.7348383146318781,0.7097250656108123,0.5299505870729058
1.06,0.7416985432957344,0.7113480025696476,0.5281252829342217
1.07,0.7485569629995928,0.712943632292637,0.5263338524076682
1.08,0.7554135883819131,0.7145124230463619,0.5245756978917304
1.09,0.7622684338956508,0.7160548369359095,0.522850227269579
1.1,0.769121513812001,0.7175713298269397,0.5211568542585482
1.11,0.7759728422333467,0.7190623502055918,0.5194950013904763
1.12,0.7828224330916967,0.7205283397125131,0.5178640988454147
1.1300000000000001,0.7896703001519939,0.7219697331150017,0.5162635846770679
1.1400000000000001,0.7965164570093636,0.7233869588947093,0.5146929034523129
1.1500000000000001,0.8033609170908345,0.7247804393810665,0.5131515060611103
1.16,0.8102036936679857,0.726150589774653,0.5116388523863582
1.17,0.8170447998553612,0.7274978186165365,0.5101544102483607
1.18,0.8238842486134227,0.7288225277963881,0.5086976555375889
1.19,0.8307220527463685,0.7301251130031414,0.5072680711509329
1.2,0.8375582249044334,0.731405963789176,0.5058651469726912
1.21,0.8443927775921647,0.732665463119444,0.5044883812478771
1.22,0.8512257231703729,0.7339039874657439,0.5031372804818676
1.23,0.8580570738573803,0.7351219069617062,0.5018113591759282
1.24,0.864886841728362,0.7363195856644915,0.5005101392305642
1.25,0.8717150387147726,0.7374973818116324,0.4992331493638193
1.26,0.8785416766147746,0.7386556473150551,0.49797992673269253
1.27,0.885366767091914,0.7397947280720177,0.4967500161971326
1.28,0.8921903216770604,0.7409149640504219,0.49554297023632393
1.29,0.8990123517703392,0.7420166893739003,0.4943583488650252
1.3,0.9058328686430014,0.7431002322749967,0.49319571980661675
1.31,0.9126518834391476,0.744165915268332,0.4920546582222798
1.32,0.9194694071773599,0.7452140553263339,0.4909347464291678
1.33,0.9262854507522664,0.7462449639322575,0.4898355738569736
1.34,0.9331000249359975,0.7472589471933824,0.4887567368787904
1.35,0.9399131403804655,0.7482563058672718,0.48769783886718654
1.36,0.946724807626994,0.749237334634025,0.48665849221656987
1.37,0.9535350370985303,0.7502023231451417,0.4856383157268304
1.3800000000000001,0.9603438391022927,0.7511515560032577,0.4846369347757515
1.3900000000000001,0.9671512238326296,0.7520853127173175,0.4836539815538356
1.4000000000000001,0.9739572013725195,0.7530038677935809,0.48268909494290174
1.41,0.9807617816960864,0.7539074907297317,0.48174192064915555
1.42,0.9875649746723585,0.7547964458909736,0.4808121116465355
1.43,0.9943667900626995,0.755670992971915,0.4798993270702659
1.44,1.001167237523742,0.7565313869444499,0.479003232467247
1.45,1.007966326608984,0.7573778781274587,0.4781234997228731
1.46,1.0147640667702154,0.7582107122697267,0.477259806951297
1.47,1.0215604673595893,0.7590301305379505,0.4764118386245043
1.48,1.0283555376309594,0.7598363696037618,0.4755792854487529
1.49,1.0351492867404752,0.7606296618316748,0.47476184398354
1.5,1.041941723748337,0.7614102352986885,0.4739592166854752
1.51,1.0487328576201136,0.7621783138717464,0.4731711118038161
1.52,1.0555226972280656,0.7629341172791604,0.4723972432892222
1.53,1.0623112513531106,0.763677861068372,0.4716373309820491
1.54,1.0690985286854433,0.7644097567860448,0.4708911002487511
1.55,1.0758845378256903,0.7651300120624611,0.4701582818533648
1.56,1.0826692872862853,0.7658388306537496,0.46943861193162184
1.57,1.089452785492654,0.7665364125114328,0.46873183189573525
1.58,1.0962350407851096,0.7672229538626003,0.46803768835747744
1.59,1.103016061417681,0.7678986472134807,0.46735593303980766
1.6,1.1097958555637288,0.7685636815342085,0.46668632268815674
1.61,1.1165744313127015,0.7692182422297575,0.4660286189327472
1.62,1.1233517966729571,0.7698625112407678,0.46538258822054507
1.6300000000000001,1.1301279595727687,0.7704966671085292,0.46474800171950575
1.6400000000000001,1.136902927861769,0.7711208849926913,0.46412463535147397
1.6500000000000001,1.1436767093120983,0.7717353367207721,0.46351226973854487
1.6600000000000001,1.1504493116184265,0.7723401909580482,0.4629106898218072
1.67,1.15722074239946,0.77293561321868,0.46231968491216446
1.68,1.1639910091989627,0.7735217659289217,0.46173904859940795
1.69,1.170760119486766,0.7740988084911751,0.461168578658991
1.7,1.1775280806597828,0.7746668973480444,0.46060807695880396
1.71,1.184294900043013,0.7752261860432785,0.46005734937251863
1.72,1.19106058489014,0.7757768249914022,0.4595162063080103
1.73,1.1978251423848767,0.7763189617775111,0.45898446211638777
1.74,1.2045885796421958,0.7768527413768038,0.45846193467049096
1.75,1.2113509037091417,0.7773783060759333,0.45794844557297043
1.76,1.2181121215658361,0.7778957955334953,0.45744382007058954
1.77,1.224872240126486,0.7784053468405185,0.4569478869685259
1.78,1.2316312662403894,0.7789070945809534,0.4564604785446734
1.79,1.23838920669222,0.7794011708428118,0.455981430530384
1.8,1.2451460681950623,0.7798877047346401,0.4555105827571831
1.81,1.251901857402058,0.7803668231721049,0.45504777809352165
1.82,1.2586565809061563,0.7808386508527039,0.4545928624745625
1.83,1.2654102452392253,0.7813033101869434,0.4541456849905751
1.84,1.2721628568729737,0.7817609213529442,0.453706097809159
1.85,1.2789144222198703,0.7822116023510465,0.4532739560974669
1.86,1.2856649476340658,0.7826554690584159,0.4528491179444283
1.87,1.292414439409684,0.7830926351223668,0.45243144448775297
1.8800000000000001,1.2991629037738959,0.7835232115334916,0.45202080044748816
1.8900000000000001,1.3059103469031126,0.7839473076173591,0.45161705285840836
1.9000000000000001,1.3126567749185514,0.7843650307604966,0.4512200714094943
1.9100000000000001,1.3194021938861746,0.7847764864048578,0.4508297284425133
1.92,1.3261466098175037,0.7851817780957995,0.45044589888265885
1.93,1.332890028670431,0.7855810075300579,0.4500684601691908
1.94,1.3396324563500333,0.7859742746037262,0.44969729218607507
1.95,1.3463738987047045,0.7863616771392462,0.4493322776374671
1.96,1.3531143615251222,0.7867433108065497,0.44897330215413056
1.97,1.3598538505559024,0.7871192699150715,0.4486202531929356
1.98,1.3665923714909236,0.7874896470850998,0.44827302048945644
1.99,1.3733299299739457,0.7878545332824257,0.44793149600708004
2.0,1.380066531599327,0.7882140178598527,0.4475955738766094
2.0100000000000002,1.386802181912745,0.7885681885987049,0.44726515033586756
2.02,1.3935368864118522,0.7889171317461602,0.44694012367522723
2.0300000000000002,1.4002706505403588,0.7892609315906585,0.4466203948386625
2.04,1.4070034796938733,0.7895996708632473,0.44630586685270474
2.05,1.413735379224404,0.7899334310445315,0.44599644438935504
2.06,1.4204663544377516,0.790262292172688,0.44569203403704205
2.07,1.427196410594144,0.7905863328792617,0.445392544248333
2.08,1.4339255529088757,0.7909056304249618,0.44509788528764416
2.09,1.4406537865529436,0.7912202607354571,0.44480796917895143
2.1,1.447381116653127,0.7915302983966234,0.4445227097130202
2.11,1.4541075482860935,0.7918358162159748,0.4442420230913895
2.12,1.4608330864876242,0.7921368858822337,0.4439658269585048
2.13,1.4675577362523589,0.7924335779365076,0.44369404044427696
2.14,1.47428150253284,0.7927259616922023,0.4434265842818855
2.15,1.4810043902400774,0.793014105265697,0.44316338076300676
2.16,1.4877264042441165,0.793298075607018,0.44290435369304254
2.17,1.4944475493746034,0.7935779385305127,0.44264942834634885
2.18,1.501167830419913,0.7938537586390809,0.44239853158130404
2.19,1.5078872521231736,0.794125599019211,0.44215159229954554
2.2,1.5146058191915057,0.7943935219125758,0.4419085404387622
2.21,1.5213235362936044,0.794657588526385,0.4416693072587687
2.22,1.5280404080597285,0.7949178590210495,0.4414338253613186
2.23,1.5347564390822024,0.7951743925363249,0.44120202865213587
2.24,1.5414716339159236,0.795427247217456,0.4409738523029469
2.25,1.5481859970788654,0.7956764802413194,0.44074923271351196
2.2600000000000002,1.5548995330499988,0.7959221476548236,0.44052810775731716
2.27,1.5616122462685926,0.7961643043137501,0.44031041687550976
2.2800000000000002,1.5683241411409774,0.7964030043631138,0.44009610035266045
2.29,1.575035222037926,0.7966383010365692,0.43988509962136996
2.3000000000000003,1.5817454932950419,0.7968702466739284,0.43967735723733264
2.31,1.5884549592132085,0.7970988927434248,0.4394728168472306
2.32,1.5951636240590428,0.7973242898639769,0.4392714231566276
2.33,1.601871492065313,0.797546487825048,0.43907312190151565
2.34,1.6085785674269495,0.797765535293812,0.43887786029509007
2.35,1.6152848543051348,0.7979814800954579,0.4386855866034772
2.36,1.621990356830396,0.798194369423109,0.43849624982843255
2.37,1.628695079100682,0.7984042496913267,0.43830979993171326
2.38,1.6353990251817763,0.7986111665557563,0.4381261878069509
2.39,1.6421021991077127,0.7988151649327724,0.43794536525152394
2.4,1.64880460488119,0.7990162890191249,0.43776728493843053
2.41,1.6555062464739874,0.7992145823115848,0.43759190038816087
2.42,1.6622071278272412,0.7994100876168119,0.4374191659555272
2.43,1.6689072528451778,0.7996028465960452,0.43724903752807565
2.44,1.6756066254022326,0.7997929002612479,0.4370814717690582
2.45,1.6823052493456436,0.799980289149592,0.4369164258524481
2.46,1.6890031284929985,0.8001650531393489,0.4367538577464963
2.47,1.6957002666326,0.8003472314658644,0.43659372619122017
2.48,1.702396667523826,0.8005268627375319,0.4364359906758928
2.49,1.7090923348974967,0.8007039849517676,0.43628061141653174
2.5,1.7157872724562342,0.800878635510984,0.43612754933338793
2.5100000000000002,1.7224814838746139,0.8010508512246318,0.43597676604950236
2.52,1.7291749727941113,0.8012206679733005,0.43582822440026053
2.5300000000000002,1.7358677428297438,0.8013881211325998,0.4356818877940874
2.54,1.742559797571047,0.8015532456291022,0.43553772012950104
2.5500000000000003,1.7492511405805506,0.8017160758334966,0.4353956859583171
2.56,1.7559417753940991,0.8018766455739564,0.4352557504670789
2.57,1.7626317055211764,0.8020349881495076,0.435117879458487
2.58,1.769320934445229,0.8021911363433964,0.43498203933282925
2.59,1.7760094656239869,0.802345122436458,0.43484819706941047
2.6,1.7826973024894675,0.802496978200125,0.4347163202386391
2.61,1.7893844484433636,0.8026467345991468,0.4345863774512489
2.62,1.7960709068637886,0.8027944222093327,0.4344583377307989
2.63,1.8027566811052829,0.8029400712111389,0.43433217052489187
2.64,1.8094417744977251,0.8030837113138917,0.4342078458208417
2.65,1.8161261903466162,0.8032253717668917,0.43408533413051253
2.66,1.8228099319333688,0.8033650813705182,0.4339646064751576
2.67,1.829493002515593,0.8035028684873327,0.4338456343702585
2.68,1.8361754053273853,0.803638761053183,0.4337283898103641
2.69,1.8428571435791898,0.8037727865618951,0.433612845293987
2.7,1.8495382204538646,0.8039049718130626,0.43349897420779204
2.71,1.856218639113057,0.8040353433028883,0.43338675023551604
2.72,1.8628984026965627,0.8041639271772377,0.4332761474308469
2.73,1.8695775143216067,0.8042907491802098,0.4331671402971036
2.74,1.8762559770831027,0.804415834663302,0.43305970377501396
2.75,1.8829337940539062,0.8045392085945772,0.43295381323049326
2.7600000000000002,1.8896109682850732,0.8046608955678292,0.432849444442422
2.77,1.8962875028061144,0.8047809198117489,0.4327465735904247
2.7800000000000002,1.90296340062473,0.8048993051704129,0.4326451772846586
2.79,1.9096386647235155,0.805016074917798,0.43254523283874546
2.8000000000000003,1.9163132980658693,0.8051312520768346,0.4324467178035823
2.81,1.9229873035949392,0.805244859356857,0.43234961006017875
2.82,1.9296606842331805,0.8053569191243597,0.43225388786370356
2.83,1.9363334428825836,0.8054674534106767,0.4321595298334414
2.84,1.943005582424903,0.8055764839196595,0.4320665149427499
2.85,1.9496771057218873,0.8056840320353567,0.43197482250901625
2.86,1.9563480156155066,0.8057901188296921,0.4318844321836145
2.87,1.9630183149274005,0.8058947650289916,0.43179532400179116
2.88,1.969688006455587,0.8059979908367122,0.43170747864195874
2.89,1.9763570929813448,0.8060998162907561,0.43162087690648926
2.9,1.9830255772673704,0.8062002611623976,0.43153549987004375
2.91,1.9896934620574054,0.8062993449321234,0.4314513289158941
2.92,1.9963607500764442,0.8063970867963988,0.4313683457272095
2.93,2.0030274440309492,0.8064935056744327,0.4312865322783432
2.94,2.0096935466090593,0.8065886202149442,0.4312058708261187
2.95,2.0163590604808035,0.8066824488029276,0.4311263439011171
2.96,2.023023988298312,0.8067750095664189,0.431047934298963
2.97,2.0296883326960287,0.8068663203832606,0.4309706250716115
2.98,2.036352096288298,0.8069563987514048,0.43089439971725046
2.99,2.043015281666758,0.8070452616486073,0.43081924238564345
3.0,2.049677891410289,0.8071329260465145,0.4307451371310334
3.0100000000000002,2.056339928080705,0.8072194086817095,0.43067206824650783
3.02,2.063001394222669,0.8073047260473386,0.43060002027732014
3.0300000000000002,2.0696622923638794,0.8073888943984455,0.43052897801426027
3.04,2.0763226250152544,0.8074719297573051,0.4304589264870251
3.0500000000000003,2.0829823946711152,0.8075538479187568,0.4303898509575891
3.06,2.08964160380937,0.8076346644555396,0.4303217369135747
3.0700000000000003,2.0963002548917,0.8077143947236246,0.4302545700616232
3.08,2.102958350363741,0.8077930538675505,0.43018833632076464
3.09,2.109615892651741,0.8078706566700125,0.4301230220316286
3.1,2.1162728841642893,0.8079472176252961,0.4300586138554387
3.11,2.122929327297199,0.8080227511522853,0.4299950984795735
3.12,2.1295852244305946,0.8080972714628409,0.42993246280073943
3.13,2.136240577929068,0.8081707925661148,0.42987069391975496
3.14,2.142895390141847,0.8082433282729456,0.4298097791362205
3.15,2.1495496634029525,0.8083148922002549,0.42974970594318884
3.16,2.156203400031366,0.8083854977754436,0.4296904620218354
3.17,2.162856602331189,0.8084551582407876,0.42963203523612853
3.18,2.1695092725918097,0.8085238866578343,0.42957441362749943
3.19,2.176161413087935,0.8085916959065524,0.42951758541663776
3.2,2.1828130260754945,0.8086585985113447,0.42946153924043967
3.21,2.189464113796762,0.8087246068530602,0.4294062638646963
3.22,2.1961146784813286,0.808789733207162,0.4293517481328968
3.23,2.2027647223445386,0.8088539896758449,0.42929798105906475
3.24,2.2094142475876306,0.8089173881916415,0.42924495182350286
3.25,2.216063256397884,0.8089799405210268,0.42919264976853677
3.2600000000000002,2.222711750948761,0.8090416582680244,0.4291410643942593
3.27,2.2293597334000514,0.8091025528778111,0.4290901853542749
3.2800000000000002,2.2360072058980176,0.8091626356403226,0.42904000245144347
3.29,2.2426541705755367,0.8092219176938591,0.4289905056336248
3.3000000000000003,2.249300629551751,0.8092804100076144,0.42894168501862023
3.31,2.2559465849285942,0.8093381232314721,0.4288935311029997
3.3200000000000003,2.262592038796903,0.8093950679533556,0.42884603440631636
3.33,2.269236993235189,0.8094512546445749,0.4287991855475599
3.34,2.2758814503089972,0.809506693629978,0.4287529752872473
3.35,2.2825254120710343,0.8095613950908644,0.4287073945241247
3.36,2.289168880561295,0.8096153690679,0.4286624342918693
3.37,2.2958118578071915,0.8096686254640301,0.4286180857557916
3.38,2.30245434582368,0.8097211740473937,0.4285743402095374
3.39,2.3090963466133885,0.8097730244542379,0.4285311890717897
3.4,2.3157378621667455,0.8098241861918313,0.428488623882971
3.41,2.322378894461079,0.809874668606294,0.4284466363459113
3.42,2.329019445458615,0.8099244808128001,0.4284052184136717
3.43,2.335659517111928,0.8099736318801828,0.4283643620585541
3.44,2.342299111361897,0.8100221307598153,0.4283240593615804
3.45,2.3489382301375765,0.8100699862796118,0.4282843025203641
3.46,2.355576875356307,0.8101172071464599,0.4282450838464151
3.47,2.3622150489238303,0.8101638019486541,0.42820639576244446
3.48,2.3688527527344014,0.8102097791583289,0.42816823079966937
3.49,2.375489988670905,0.8102551471338915,0.4281305815951177
3.5,2.3821267586049664,0.8102999141224544,0.4280934408889328
3.5100000000000002,2.3887630643970663,0.8103440882622693,0.42805680152167846
3.52,2.395398907894796,0.8103876775230938,0.42802065650946497
3.5300000000000002,2.402034290932968,0.8104306897085152,0.4279849990413907
3.54,2.4086692153376736,0.8104731325901201,0.42794982231166867
3.5500000000000003,2.4153036829241374,0.8105150138344458,0.4279151196115742
3.56,2.4219376954967906,0.8105563410041335,0.42788088432835425
3.5700000000000003,2.4285712548493765,0.8105971215600125,0.4278471099429697
3.58,2.4352043627650524,0.810637362863184,0.4278137900278375
3.59,2.441837021016494,0.8106770721771059,0.42778091824457287
3.6,2.4484692313659964,0.8107162566696762,0.4277484883417315
3.61,2.455100995565579,0.8107549234153175,0.42771649415255203
3.62,2.46173231535709,0.8107930793970611,0.4276849295926978
3.63,2.4683631924722977,0.8108307315083971,0.42765378865829445
3.64,2.474993628629804,0.8108678864493735,0.42762306555730956
3.65,2.481623625537663,0.8109045508122804,0.4275927546018829
3.66,2.4882531848960694,0.8109407311693321,0.42756285009813694
3.67,2.4948823083953084,0.810976434003449,0.42753334643382485
3.68,2.50151099771585,0.8110116657099213,0.4275042380766029
3.69,2.508139254528436,0.8110464325980729,0.4274755195723027
3.7,2.514767080494172,0.8110807408929247,0.4274471855432032
3.71,2.5213944772646184,0.8111145967368594,0.427419230686303
3.72,2.5280214464818807,0.8111480061912845,0.42739164977159255
3.73,2.5346479897786973,0.8111809752382962,0.4273644376403262
3.74,2.541274108778536,0.8112135097823439,0.4273375892032946
3.75,2.547899805095578,0.8112456156491682,0.42731109944219314
3.7600000000000002,2.5545250803318473,0.8112772985067003,0.4272849634996924
3.77,2.561149936080953,0.8113085639662303,0.42725917656461276
3.7800000000000002,2.56777437392857,0.8113394175946551,0.42723373385816793
3.79,2.57439839545135,0.811369864884117,0.4272086306686357
3.8000000000000003,2.5810220022170065,0.8113999112533967,0.42718386234993894
3.81,2.5876451957843916,0.8114295620493047,0.4271594243202266
3.8200000000000003,2.5942679777035806,0.8114588225480738,0.42713531206045474
3.83,2.6008903495159474,0.811487697956751,0.4271115211129676
3.84,2.6075123127542503,0.8115161934145896,0.42708804708007836
3.85,2.614133868942709,0.8115443139944413,0.4270648856226506
3.86,2.620755019597086,0.8115720647041486,0.42704203245867894
3.87,2.6273757662244868,0.8115994504803589,0.42701948337050055
3.88,2.633996110320785,0.8116264761187469,0.4269972342844364
3.89,2.6406160533749112,0.8116531463882255,0.42697528114087574
3.9,2.6472355968681467,0.811679466011357,0.4269536199167534
3.91,2.6538547422735403,0.8117054396478377,0.42693224664452656
3.92,2.660473491055978,0.8117310718956513,0.42691115741102825
3.93,2.6670918446722567,0.8117563672922213,0.4268903483563208
3.94,2.673709804571153,0.8117813303155643,0.42686981567254917
3.95,2.6803273721934984,0.8118059653854426,0.4268495556027948
3.96,2.6869445489722463,0.811830276864517,0.42682956443992864
3.97,2.69356133633255,0.8118542690594999,0.426809838525465
3.98,2.700177735691827,0.8118779462223079,0.42679037424841487
3.99,2.7067937484593276,0.8119013125375233,0.42677116806007614
4.0,2.713409376034265,0.8119243720716505,0.426752216533293
4.01,2.720024619809843,0.8119471288802341,0.4267335162379684
4.0200000000000005,2.7266394811719805,0.8119695869729556,0.42671506378188706
4.03,2.7332539614990643,0.8119917503062604,0.4266968558194915
4.04,2.7398680621620155,0.8120136227843042,0.42667888905097656
4.05,2.7464817845243528,0.8120352082598988,0.42666116022138395
4.0600000000000005,2.7530951299422557,0.8120565105354576,0.42664366611969684
4.07,2.759708099764628,0.8120775333639414,0.42662640357793435
4.08,2.766320695333163,0.8120982804498043,0.4266093694702463
4.09,2.772932917982408,0.8121187554499393,0.4265925607120073
4.1,2.7795447690398256,0.8121389619746243,0.42657597425891186
4.11,2.7861562498250922,0.8121589035717153,0.4265596071229196
4.12,2.7927673616491226,0.8121785837049417,0.42654345639413316
4.13,2.799378105817388,0.8121980058258407,0.4265275191684873
4.14,2.8059884836285107,0.8122171733426552,0.4265117925790792
4.15,2.8125984963742128,0.8122360896187332,0.42649627379782457
4.16,2.8192081453393696,0.8122547579733264,0.42648096003470043
4.17,2.8258174318020712,0.8122731816823888,0.42646584853698727
4.18,2.8324263570336776,0.8122913639793757,0.4264509365885117
4.19,2.839034922298876,0.8123093080560425,0.4264362215088885
4.2,2.8456431288557376,0.8123270170632431,0.42642170065276336
4.21,2.852250977955775,0.8123444941117288,0.4264073714090552
4.22,2.858858470844001,0.8123617422729473,0.42639323120019856
4.23,2.8654656087578054,0.8123787645539619,0.42637927750841936
4.24,2.872072392927029,0.8123955638986536,0.4263655078745545
4.25,2.8786788245765833,0.8124121432446817,0.4263519198386316
4.26,2.8852849049250184,0.8124285054916843,0.4263385109731601
4.2700000000000005,2.8918906351845592,0.8124446535015387,0.42632527888293803
4.28,2.8984960165611535,0.812460590099051,0.42631222120440715
4.29,2.9051010502545282,0.812476318072647,0.42629933560500916
4.3,2.9117057374582407,0.8124918401750613,0.42628661978254123
4.3100000000000005,2.9183100793597294,0.8125071591240288,0.4262740714645119
4.32,2.9249140771403668,0.8125222776029742,0.42626168840749695
4.33,2.931517731975512,0.8125371982617023,0.4262494683964949
4.34,2.9381210450345647,0.8125519237170884,0.4262374092442831
4.3500000000000005,2.944724017481014,0.8125664565537684,0.4262255087907732
4.36,2.9513266504714455,0.812580799302098,0.4262137649263217
4.37,2.9579289451545416,0.8125949544158899,0.42620217561527396
4.38,2.9645309026751225,0.8126089243599043,0.4261907388038483
4.39,2.971132524172288,0.8126227115689744,0.42617945246329303
4.4,2.9777338107793505,0.8126363184461072,0.4261683145919714
4.41,2.9843347636238797,0.8126497473630391,0.42615732321485966
4.42,2.9909353838277513,0.8126630006607899,0.4261464763830453
4.43,2.9975356725071913,0.8126760806502188,0.4261357721732257
4.44,3.0041356307728226,0.8126889896125782,0.42612520868720616
4.45,3.0107352597297083,0.8127017298000695,0.4261147840513988
4.46,3.0173345604774036,0.8127143034363973,0.4261044964163204
4.47,3.023933534109996,0.8127267127173251,0.42609434395609125
